account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Momentum IT Group,ICT (Includes Digital Media),EGP,13666,Halifax,Halifax,B3J 1Y2,2019 - 2020,-63.5708162,44.6411967,POINT (-63.5708162 44.6411967)
Momentum IT Group,ICT (Includes Digital Media),EGP,1092,Halifax,Halifax,B3J 1Y2,2019 - 2020,-63.5708162,44.6411967,POINT (-63.5708162 44.6411967)
Skinfix Inc.,Advanced Manufacturing,SBDP,10690,Halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
Skinfix Inc.,Advanced Manufacturing,SBDP,4310,Halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
Skinfix Inc.,Advanced Manufacturing,EGP,11050,Halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
Skinfix Inc.,Advanced Manufacturing,EGP,7792,Halifax,Halifax,B3J 1R9,2019 - 2020,-63.572485,44.6443104,POINT (-63.57248500000001 44.6443104)
For You Newcomer Counselling Agency Inc.,Business Services,EGP,9900,Halifax,Halifax,B3J 1P3,2019 - 2020,-63.5783023,44.6494021,POINT (-63.5783023 44.6494021)
Topsail Productions Ltd.,Film Production,EGP,4960,Halifax,Halifax,B3J 1J7,2019 - 2020,-63.5762418,44.6448856,POINT (-63.57624179999999 44.64488560000001)
Topsail Productions Ltd.,Film Production,EGP,1650,Halifax,Halifax,B3J 1J7,2019 - 2020,-63.5762418,44.6448856,POINT (-63.57624179999999 44.64488560000001)
Venture 2 Impact Inc.,Business Services,SBDP,15000,Halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
Venture 2 Impact Inc.,Business Services,SBDP,15000,Halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
Venture 2 Impact Inc.,Business Services,EGP,4300,Halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
Venture 2 Impact Inc.,Business Services,EGP,3255,Halifax,Halifax,B3J 1J3,2019 - 2020,-63.5802656,44.6438965,POINT (-63.5802656 44.6438965)
MagicLamp Software Solutions Inc.,ICT (Includes Digital Media),EGP,13508,Halifax,Halifax,B3J 1H6,2019 - 2020,-63.5809804,44.6423287,POINT (-63.5809804 44.6423287)
Nova Crystals Ltd.,Aerospace & Defence,EGP,15000,Halifax,Halifax,B3J 1B6,2019 - 2020,-63.5731209,44.6414662,POINT (-63.573120900000006 44.6414662)
Novalte,ICT (includes Digital Media),SBDP,8568,Halifax,Halifax,B3J 1B6,2019 - 2020,-63.5762294,44.6420986,POINT (-63.5762294 44.6420986)
Novalte,ICT (Includes Digital Media),EGP,3414,Halifax,Halifax,B3J 1B6,2019 - 2020,-63.5762294,44.6420986,POINT (-63.5762294 44.6420986)
Novalte Inc.,MedTech,PMA,0,Halifax,Halifax,B3J 1B6,2019 - 2020,-63.5762294,44.6420986,POINT (-63.5762294 44.6420986)
"AXIS Specialty Canada Services, ULC",Finance & Insurance,Payroll Rebate,3610000,Halifax,Halifax,B3J 0E8,2019 - 2020,-63.5764247,44.6517528,POINT (-63.5764247 44.6517528)
Bend Beauty,Life Sciences,SBDP,14841,Halifax,Halifax,B3J 0C7,2019 - 2020,-63.5757986,44.6459668,POINT (-63.5757986 44.6459668)
Swept Technologies Inc.,ICT (Includes Digital Media),EGP,7025,Halifax,Halifax,B3J 0A7,2019 - 2020,-63.577593,44.6384903,POINT (-63.577593 44.6384903)
KataPilla Ltd.,Life Sciences,PIVP,15000,Halifax,Halifax,B3H3A7,2019 - 2020,-63.5885803,44.6457795,POINT (-63.588580300000004 44.6457795)
KataPilla Ltd.,Life Sciences,PIVP,25000,Halifax,Halifax,B3H3A7,2019 - 2020,-63.5885803,44.6457795,POINT (-63.588580300000004 44.6457795)
Colorsmith Labs Inc.,Life Sciences,PIVP,25000,Halifax,Halifax,B3H0A8,2019 - 2020,-63.5853159,44.6398172,POINT (-63.58531589999999 44.63981720000001)
Photodynamic Incorporated,Life Sciences,EGP,11099,Halifax,Halifax,B3H0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Photodynamic Incorporated,Life Sciences,EGP,9626,Halifax,Halifax,B3H0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
NovaResp Technologies Inc.,ICT (includes Digital Media),PIVP,25000,Halifax,Halifax,B3H 4R4,2019 - 2020,-63.571482,44.6363774,POINT (-63.57148200000001 44.6363774)
Garrison Brewing Company Limited,Agri-food,EGP,725,Halifax,Halifax,B3H 4P7,2019 - 2020,-63.5685722,44.6398115,POINT (-63.5685722 44.6398115)
Beta Glucan Company of Canada Inc.,Life Sciences,EGP,3700,Halifax,Halifax,B3H 4N3,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
TerraProForma (FORMERLY - Play the Field),ICT (Includes Digital Media),EGP,11575,Halifax,Halifax,B3H 3W5,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
Burcot Park Holdings Incorporated,ICT (Includes Digital Media),EGP,974,Halifax,Halifax,B3H 3R8,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
EcoAdvisors Inc.,Business Services,EGP,15000,Halifax,Halifax,B3H 3K6,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
Upswing Consulting Solutions,Engineering & Professional,EGP,2474,Halifax,Halifax,B3H 2X1,2019 - 2020,-63.6328975,44.646189,POINT (-63.632897500000006 44.64618900000001)
Tranquility Online Inc.,ICT (includes Digital Media),PIVP,25000,Halifax,Halifax,B3H 2W7,2019 - 2020,-63.5784014,44.6395813,POINT (-63.5784014 44.6395813)
Eli Technology,ICT (Includes Digital Media),EGP,14800,Halifax,Halifax,B3H 2R9,2019 - 2020,-63.6636939,44.6829351,POINT (-63.6636939 44.6829351)
Eli Technology,ICT (Includes Digital Media),EGP,4500,Halifax,Halifax,B3H 2R9,2019 - 2020,-63.6636939,44.6829351,POINT (-63.6636939 44.6829351)
Eli Technology,ICT (Includes Digital Media),EGP,3097,Halifax,Halifax,B3H 2R9,2019 - 2020,-63.6636939,44.6829351,POINT (-63.6636939 44.6829351)
NewAE Technology Inc.,Aerospace & Defence,EGP,7614,Halifax,Halifax,B3H 2R8,2019 - 2020,-63.5747968,44.6368165,POINT (-63.57479680000001 44.6368165)
NewAE Technology Inc.,Aerospace & Defence,EGP,7198,Halifax,Halifax,B3H 2R8,2019 - 2020,-63.5747968,44.6368165,POINT (-63.57479680000001 44.6368165)
NewAE Technology Inc.,Aerospace & Defence,EGP,6738,Halifax,Halifax,B3H 2R8,2019 - 2020,-63.5747968,44.6368165,POINT (-63.57479680000001 44.6368165)
The 7 Virtues Beauty Inc.,Advanced Manufacturing,SBDP,25000,Bedford,Halifax,B3H 0B1,2019 - 2020,-63.7378573,44.7264584,POINT (-63.737857299999995 44.7264584)
Adaptiiv Medical Technologies Inc.,Life Sciences,EGP,4680,Halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Adaptiiv Medical Technologies Inc.,Life Sciences,EGP,3325,Halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
DeCell Technologies,Life Sciences,EGP,11694,Halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
IR Scientific Inc.,Life Sciences,EGP,6350,Halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Solid State Pharma Inc.,Life Sciences,EGP,16500,Halifax,Halifax,B3H 0A8,2019 - 2020,-63.5853309,44.6397731,POINT (-63.5853309 44.6397731)
Capital Seafood International Incorporated,Fish & Seafood Processing,EGP,13500,Halifax,Halifax,B3G 1M5,2019 - 2020,-63.497889,44.610597,POINT (-63.49788900000001 44.610597)
Media Mechanics Inc.,ICT (Includes Digital Media),EGP,12000,Halifax,Halifax,B3E 1J7,2019 - 2020,-63.2972222,44.7433327,POINT (-63.2972222 44.7433327)
Strongest Families Institute,Business Services,EGP,13850,Halifax,Halifax,B3C 4E6,2019 - 2020,-63.6569753,44.7603275,POINT (-63.6569753 44.7603275)
Strongest Families Institute,Business Services,EGP,9305,Halifax,Halifax,B3C 4E6,2019 - 2020,-63.6569753,44.7603275,POINT (-63.6569753 44.7603275)
Strongest Families Institute,Business Services,EGP,9048,Halifax,Halifax,B3C 4E6,2019 - 2020,-63.6569753,44.7603275,POINT (-63.6569753 44.7603275)
Canadian Residential Inspection Services Limited,Business Services,SBDP,2100,Halifax,Halifax,B3B1M4,2019 - 2020,-63.5985514,44.7092815,POINT (-63.5985514 44.7092815)
Northview Consulting Ltd.,Business Services,PMA,0,Halifax,Halifax,B3B1M2,2019 - 2020,-63.6317861,44.6551137,POINT (-63.6317861 44.6551137)
Nature's Way of Canada Limited,Agri-food,SBDP,25000,Halifax,Halifax,B3B0A6,2019 - 2020,-63.5837634,44.7079029,POINT (-63.5837634 44.70790290000001)
Nature's Way of Canada Limited,Agri-food,EGP,15000,Halifax,Halifax,B3B0A6,2019 - 2020,-63.5837634,44.7079029,POINT (-63.5837634 44.70790290000001)
Vanity Fashions Limited,Clothing & Textiles,EGP,12759,Halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5852937,44.7156161,POINT (-63.5852937 44.715616100000005)
Vanity Fashions Limited,Clothing & Textiles,EGP,1647,Halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5852937,44.7156161,POINT (-63.5852937 44.715616100000005)
Vanity Fashions Limited,Clothing & Textiles,EGP,758,Halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5852937,44.7156161,POINT (-63.5852937 44.715616100000005)
CarbonCure Technologies Inc.,Energy,SBDP,2184,Halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5843626,44.7160251,POINT (-63.5843626 44.7160251)
CarbonCure Technologies Inc.,Energy,EGP,9900,Halifax,Halifax,B3B 1Z6,2019 - 2020,-63.5843626,44.7160251,POINT (-63.5843626 44.7160251)
Focal Technologies Corporation,Oceans Technology,EGP,25000,Halifax,Halifax,B3B 1Z4,2019 - 2020,-63.5837964,44.7150114,POINT (-63.583796400000004 44.7150114)
Totally Raw Natural Dog Food Inc.,Agri-food,IRP,322233,Halifax,Halifax,B3B 1Y5,2019 - 2020,-63.596294,44.6958479,POINT (-63.596294 44.6958479)
Totally Raw Natural Dog Food Inc.,Agri-food,SBDP,25000,Halifax,Halifax,B3B 1Y5,2019 - 2020,-63.596294,44.6958479,POINT (-63.596294 44.6958479)
Acadian Seaplants,Life Sciences,SBDP,15000,Halifax,Halifax,B3B 1X8,2019 - 2020,-63.5977688,44.6961946,POINT (-63.5977688 44.6961946)
Acadian Seaplants Limited / Les Algues Acadiennes Limitee,Life Sciences,EGP,15000,Halifax,Halifax,B3B 1X8,2019 - 2020,-63.5977688,44.6961946,POINT (-63.5977688 44.6961946)
Fit First Technologies International Inc.,Business Services,EGP,17457,Halifax,Halifax,B3B 1X2,2019 - 2020,-63.5985514,44.7092815,POINT (-63.5985514 44.7092815)
Fit First Technologies International Inc.,Business Services,EGP,9050,Halifax,Halifax,B3B 1X2,2019 - 2020,-63.5985514,44.7092815,POINT (-63.5985514 44.7092815)
Clerisy Management Group Limited,Film Production,EGP,4380,Halifax,Halifax,B3B 1W9,2019 - 2020,-63.5796788,44.6946304,POINT (-63.57967880000001 44.6946304)
DynaGen Technologies Incorporated,Advanced Manufacturing,EGP,15000,Halifax,Halifax,B3B 1W8,2019 - 2020,-63.5987596,44.7131785,POINT (-63.5987596 44.7131785)
Dantra Specialty Products,Advanced Manufacturing,EGP,14974,Halifax,Halifax,B3B 1W7,2019 - 2020,-63.6021747,44.7163925,POINT (-63.60217469999999 44.7163925)
Outcast Foods Inc.,Agri-food,Pitch Prep,20000,Dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
Outcast Foods Inc.,Agri-food,EGP,9009,Dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
Outcast Foods Inc.,Agri-food,EGP,5945,Dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
Outcast Foods Inc.,Agri-food,EGP,3400,Dartmouth,Halifax,B3B 1W2,2019 - 2020,-63.5824377,44.6994272,POINT (-63.58243770000001 44.6994272)
RKO Steel Limited,Advanced Manufacturing,IRP,725000,Dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
RKO Steel Limited,Advanced Manufacturing,SBDP,11105,dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
RKO Steel Limited,Advanced Manufacturing,EGP,11157,Dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
RKO Steel Limited,Advanced Manufacturing,EGP,3843,Dartmouth,Halifax,B3B 1T8,2019 - 2020,-63.5929351,44.6929586,POINT (-63.5929351 44.6929586)
Master Merchant Systems (MMS),ICT (Includes Digital Media),EGP,10984,Dartmouth,Halifax,B3B 1T5,2019 - 2020,-63.5839216,44.697934,POINT (-63.5839216 44.697934)
Northern Business Intelligence,ICT (Includes Digital Media),EGP,4750,Dartmouth,Halifax,B3B 1T4,2019 - 2020,-63.5884831,44.7012869,POINT (-63.58848309999999 44.7012869)
Clinical Logistics,Life Sciences,SBDP,13575,Dartmouth,Halifax,B3B 1S8,2019 - 2020,-63.5891046,44.70054,POINT (-63.58910459999999 44.70054)
AML Oceanographic Ltd.,Oceans Technology,EGP,21995,Dartmouth,Halifax,B3B 1S8,2019 - 2020,-63.5891046,44.70054,POINT (-63.58910459999999 44.70054)
Canadian Maritime Engineering Limited*,Advanced Manufacturing,IRP,756473,North Sydney,Cape Breton,B3B 1S3,2019 - 2020,-60.2517331,46.2081982,POINT (-60.251733099999996 46.2081982)
Dispension Industries,Business Services,EGP,5420,Dartmouth,Halifax,B3B 1S1,2019 - 2020,-63.5941447,44.6985457,POINT (-63.5941447 44.698545700000004)
MetOcean Telematics Limited,Oceans Technology,EGP,13511,Dartmouth,Halifax,B3B 1R9,2019 - 2020,-63.5969325,44.7005741,POINT (-63.59693250000001 44.7005741)
Right Source Group Limited,Fish & Seafood Processing,EGP,4300,Dartmouth,Halifax,B3B 1N4,2019 - 2020,-63.603536,44.7148296,POINT (-63.603536 44.7148296)
TriNav Fisheries Consultants Inc.,Business Services,EGP,2750,Dartmouth,Halifax,B3B 1N3,2019 - 2020,-63.597167,44.7079482,POINT (-63.59716699999999 44.7079482)
Dilytics,ICT (Includes Digital Media),EGP,1425,Halifax,Halifax,B3B 1N1,2019 - 2020,-63.5763881,44.6517896,POINT (-63.5763881 44.6517896)
Xeos Technologies Inc.,Oceans Technology,Pitch Prep,15000,Dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Xeos Technologies Inc.,Oceans Technology,EGP,14050,Dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Xeos Technologies Inc.,Oceans Technology,EGP,13325,Dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Xeos Technologies Inc.,Oceans Technology,EGP,10950,Dartmouth,Halifax,B3B 1L6,2019 - 2020,-63.607179,44.7144533,POINT (-63.607179 44.7144533)
Farnell Packaging Limited,Advanced Manufacturing,EGP,4127,Dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5954879,44.7030559,POINT (-63.5954879 44.7030559)
Mattatall Signs Limited,Advanced Manufacturing,EGP,4035,Dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5907541,44.7003618,POINT (-63.590754100000005 44.7003618)
Mattatall Signs Limited,Advanced Manufacturing,EGP,2535,Dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5907541,44.7003618,POINT (-63.590754100000005 44.7003618)
Site 2020 Inc.,ICT (Includes Digital Media),EGP,25000,Dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5975664,44.7041925,POINT (-63.5975664 44.7041925)
Alpha Chemical Limited,Chemicals & Plastics,EGP,23165,Dartmouth,Halifax,B3B 1K2,2019 - 2020,-63.6115741,44.711703,POINT (-63.6115741 44.711703)
Geoforce Group Limited,Oceans Technology,EGP,2954,Dartmouth,Halifax,B3B 1J4,2019 - 2020,-63.6108376,44.7046157,POINT (-63.6108376 44.7046157)
Omnitech Electronics Inc.,Oceans Technology,EGP,10500,Dartmouth,Halifax,B3B 1J4,2019 - 2020,-63.5935888,44.7143877,POINT (-63.5935888 44.7143877)
Atlantica Contractors Inc.,Advanced Manufacturing,EGP,10275,Dartmouth,Halifax,B3B 1H5,2019 - 2020,-63.6076266,44.7026942,POINT (-63.6076266 44.7026942)
Bebbington Industries Incorporated,Advanced Manufacturing,PIVP,15000,Dartmouth,Halifax,B3B 1G6,2019 - 2020,-63.6039159,44.6997853,POINT (-63.603915900000004 44.6997853)
Cherubini Metal Works Limited,Advanced Manufacturing,IRP,739657,Dartmouth,Halifax,B3B 0J4,2019 - 2020,-63.598752,44.7137992,POINT (-63.598752000000005 44.7137992)
Andra Motion Technologies Inc.,ICT (includes Digital Media),SBDP,11000,Dartmouth,Halifax,B3B 0J4,2019 - 2020,-63.5610101,44.7184504,POINT (-63.5610101 44.71845040000001)
EfficiencyOne Services Inc.,Business Services,SBDP,10000,Dartmouth,Halifax,B3B 0G5,2019 - 2020,-63.583142,44.6961113,POINT (-63.58314200000001 44.6961113)
EfficiencyOne Services Inc.,Business Services,EGP,5607,Dartmouth,Halifax,B3B 0G5,2019 - 2020,-63.583142,44.6961113,POINT (-63.58314200000001 44.6961113)
Eosense Inc.,Energy,EGP,7271,Dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (includes Digital Media),PIVP,15000,Dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (includes Digital Media),PIVP,25000,Dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (includes Digital Media),SBDP,3250,Dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (Includes Digital Media),EGP,15000,Dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
MOBIA Technology Innovations Incorporated,ICT (includes Digital Media),Payroll Rebate,1306800,Dartmouth,Halifax,B3B 0B3,2019 - 2020,-63.5869795,44.7071499,POINT (-63.586979500000005 44.7071499)
Precision BioLogic Incorporated,Life Sciences,Pitch Prep,15000,Dartmouth,Halifax,B3B 0A9,2019 - 2020,-63.574228,44.6962722,POINT (-63.574228000000005 44.6962722)
Precision BioLogic Incorporated,Life Sciences,EGP,15000,Dartmouth,Halifax,B3B 0A9,2019 - 2020,-63.574228,44.6962722,POINT (-63.574228000000005 44.6962722)
"ValuedOption, Inc.",Advanced Manufacturing,EGP,6762,Dartmouth,Halifax,B3A 4S5,2019 - 2020,-63.5787789,44.6690534,POINT (-63.57877890000001 44.6690534)
Gorgeous Mistake Productions,Film Production,EGP,5980,Dartmouth,Halifax,B3A 2Y3,2019 - 2020,-63.5753569,44.6743094,POINT (-63.5753569 44.6743094)
Lady Hammond Entertainment Inc.,Film Production,EGP,1457,Dartmouth,Halifax,B3A 2Y1,2019 - 2020,-63.6264312,44.6434175,POINT (-63.626431200000006 44.6434175)
Stantec,Engineering & Professional,EGP,5925,Dartmouth,Halifax,B3A 0A3,2019 - 2020,-63.5918173,44.6841559,POINT (-63.5918173 44.6841559)
My Home Apparel,Advanced Manufacturing,EGP,9366,Truro,Colchester,B2Z 1A6,2019 - 2020,-63.278915,45.3644052,POINT (-63.278915000000005 45.3644052)
Green Power Labs Inc.,Energy,EGP,14950,Dartmouth,Halifax,B2Y4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
NewStar Marine & Scooter Inc.,Advanced Manufacturing,EGP,2740,Dartmouth,Halifax,B2Y4K7,2019 - 2020,-63.5442536,44.6545343,POINT (-63.544253600000005 44.6545343)
Nxtgen Care,ICT (includes Digital Media),SBDP,15000,Dartmouth,Halifax,B2Y4J2,2019 - 2020,-63.5545842,44.6793567,POINT (-63.55458420000001 44.6793567)
Survival Systems Ltd.,Oceans Technology,EGP,3299,Dartmouth,Halifax,B2Y 4W6,2019 - 2020,-63.5545842,44.6793567,POINT (-63.55458420000001 44.6793567)
Mil-Aero Electronics Atlantic Inc.,Advanced Manufacturing,EGP,5025,Dartmouth,Halifax,B2Y 4V9,2019 - 2020,-63.5422302,44.657868,POINT (-63.5422302 44.657868)
Mil-Aero Electronics Atlantic Inc.,Advanced Manufacturing,EGP,2855,Dartmouth,Halifax,B2Y 4V9,2019 - 2020,-63.5422302,44.657868,POINT (-63.5422302 44.657868)
Mil-Aero Electronics Atlantic Inc.,Advanced Manufacturing,EGP,319,Dartmouth,Halifax,B2Y 4V9,2019 - 2020,-63.5422302,44.657868,POINT (-63.5422302 44.657868)
Partner International Inc.,Business Services,EGP,15000,Dartmouth,Halifax,B2Y 4T6,2019 - 2020,-63.5464416,44.6622587,POINT (-63.5464416 44.6622587)
Ashored Innovations,Oceans Technology,SBDP,10000,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.661946,POINT (-63.5587822 44.661946)
Ashored Innovations,Oceans Technology,EGP,7456,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.661946,POINT (-63.5587822 44.661946)
Dartmouth Ocean Technologies (DOT),Oceans Technology,EGP,12550,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Leeway Yachts Ltd.,Oceans Technology,EGP,3260,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Nova Graphene,Oceans Technology,EGP,14992,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
ReelData,Oceans Technology,EGP,4550,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Sensor Technology Ltd.,Oceans Technology,EGP,13994,Dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Ultra Electronics Maritime Systems Inc.,Advanced Manufacturing,Payroll Rebate,2495600,Dartmouth,Halifax,B2Y 4N2,2019 - 2020,-63.5419257,44.6525985,POINT (-63.54192570000001 44.6525985)
Ultra Electronics Maritime Systems Inc.,Advanced Manufacturing,EGP,11761,Dartmouth,Halifax,B2Y 4N2,2019 - 2020,-63.5419257,44.6525985,POINT (-63.54192570000001 44.6525985)
Graphite Innovation and Technologies Inc.,Advanced Manufacturing,EGP,10640,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Prism Tradeshow Products Inc.,Advanced Manufacturing,EGP,17240,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
RIMOT.IO Inc.,ICT (includes Digital Media),SBDP,15000,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Rimot.io Inc.,ICT (Includes Digital Media),EGP,14985,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Clinical Logistics Inc.,Life Sciences,EGP,8375,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Clinical Logistics Inc.,Life Sciences,EGP,5075,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Clinical Logistics Inc.,Life Sciences,EGP,1850,Dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Survival Systems Training Limited,Oceans Technology,EGP,14976,Dartmouth,Halifax,B2Y 4K9,2019 - 2020,-63.5431417,44.656447,POINT (-63.54314170000001 44.656447)
Survival Systems Training Limited,Oceans Technology,EGP,7275,Dartmouth,Halifax,B2Y 4K9,2019 - 2020,-63.5431417,44.656447,POINT (-63.54314170000001 44.656447)
Marimetrics Technologies,Oceans Technology,EGP,8170,Dartmouth,Halifax,B2Y 4A5,2019 - 2020,-63.5590146,44.6627214,POINT (-63.5590146 44.6627214)
Marimetrics Technologies,Oceans Technology,EGP,4553,Dartmouth,Halifax,B2Y 4A5,2019 - 2020,-63.5590146,44.6627214,POINT (-63.5590146 44.6627214)
Huminah Huminah Animation Limited,ICT (Includes Digital Media),EGP,15000,Dartmouth,Halifax,B2Y 3P2,2019 - 2020,-63.5467546,44.6506452,POINT (-63.54675460000001 44.6506452)
Huminah Huminah Animation Limited,ICT (Includes Digital Media),EGP,3985,Dartmouth,Halifax,B2Y 3P2,2019 - 2020,-63.5467546,44.6506452,POINT (-63.54675460000001 44.6506452)
Spiri Robotics Inc.,Advanced Manufacturing,PIVP,15000,Dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Acoubit Communications Inc.,Oceans Technology,EGP,3250,Dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Marecomms Inc.,Oceans Technology,EGP,6223,Dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Sedna Tech,Oceans Technology,EGP,10450,Dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Made with Local Snack Foods Inc.,Advanced Manufacturing,EGP,5260,Dartmouth,Halifax,B2Y 2V9,2019 - 2020,-63.5697606,44.6650405,POINT (-63.56976060000001 44.6650405)
Journeyman Film Company  Ltd.,ICT (Includes Digital Media),EGP,4319,Dartmouth,Halifax,B2Y 2S6,2019 - 2020,-63.5678702,44.6661289,POINT (-63.5678702 44.6661289)
Uplift Content Inc.,ICT (Includes Digital Media),EGP,1410,Dartmouth,Halifax,B2Y 2G6,2019 - 2020,-63.5519522,44.6624636,POINT (-63.55195220000001 44.6624636)
Brightwood Brewery Ltd.,Agri-food,EGP,1117,Dartmouth,Halifax,B2Y 1H1,2019 - 2020,-63.5697117,44.6649987,POINT (-63.5697117 44.6649987)
Mercator Geological Services Limited,Mining & Mineral Products,EGP,7701,Dartmouth,Halifax,B2Y 1G4,2019 - 2020,-63.5684968,44.6673001,POINT (-63.568496800000005 44.6673001)
Mercator Geological Services Limited,Mining & Mineral Products,EGP,1903,Dartmouth,Halifax,B2Y 1G4,2019 - 2020,-63.5684968,44.6673001,POINT (-63.568496800000005 44.6673001)
