year,board_council,board_name,school_code,school_name,mail_address_1,city,postal_code,civic_address_1,civic_address_2,civic_postal_code,mobile,fax,email,coordinates
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,980,ÉCOLE SECONDAIRE DE PAR-EN-BAS,CP 178,TUSKET N.-É.,B0W 3M0,4258 ROUTE 308,TUSKET N.-E.,B0W 3M0,9026485900,9026485915,ESPB@CSAP.CA,NULL
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,1152,ÉCOLE SECONDAIRE DU SOMMET,500 BOUL LARRY UTECK,HALIFAX N.-É.,B3M 0E6,NULL,NULL,NULL,9028324302,9028324352,ESS@CSAP.CA,POINT (-63.57545 44.704067)
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,219,ÉCOLE STELLA-MARIS,CP 408,METEGHAN N.-É.,B0W 2J0,288 CH PETER DUGAS,METEGHAN N.-E.,B0W 2J0,9026455500,9026455505,ESM@CSAP.CA,POINT (-66.154454 44.182772)
2018-2019,57,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,160,ÉCOLE WEDGEPORT,44 CH DITCHER,WEDGEPORT N.-É.,B0W 3P0,NULL,NULL,NULL,9026635000,9026635002,EWDG@CSAP.CA,POINT (-65.982566 43.738529)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,614,ELIZABETH SUTHERLAND SCHOOL,66 ROCKINGSTONE RD,HALIFAX NS,B3R 2C9,NULL,NULL,NULL,9024794427,9024794430,ESS@HRSB.NS.CA,POINT (-63.618623 44.60401)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,538,ELLENVALE JUNIOR HIGH SCHOOL,88 BELLE VISTA DR,DARTMOUTH NS,B2W 2X7,NULL,NULL,NULL,9024358420,9024358469,EJHS@HRCE.CA,POINT (-63.519846 44.678327)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,31,ELMSDALE DISTRICT ELEMENTARY SCHOOL,75 MACMILLAN DR,ELMSDALE NS,B2S 1A5,NULL,NULL,NULL,9028835350,9028835353,ALLEYM@CCRCE.CA,POINT (-63.523525 44.960086)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,30,ENFIELD DISTRICT SCHOOL,29 CATHERINE ST,ENFIELD NS,B2T 1L4,NULL,NULL,NULL,9028835300,9028835302,KNOLT@CCRCE.CA,POINT (-60.100133 46.237974)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,564,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL,70 DOROTHEA DR,DARTMOUTH NS,B2W 4M3,NULL,NULL,NULL,9024358325,9024358379,EGMJH@HRCE.CA,POINT (-63.507291 44.677898)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,753,EVANGELINE MIDDLE SCHOOL,9387 COMMERCIAL ST,NEW MINAS NS,B4N 3G3,NULL,NULL,NULL,9026814910,9026814909,EMS@AVRSB.CA,POINT (-64.436645 45.071826)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL,PO BOX 160,SHAG HARBOUR NS,B0W 3B0,5961 HWY 3,SHAG HARBOUR NS,B0W 3B0,9027233800,9027233801,ERMES@TCRCE.CA,POINT (-65.727309 43.496757)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,414,F. H. MACDONALD ELEMENTARY SCHOOL,123 SCHOOL RD,THORBURN NS,B0K 1W0,123 SCHOOL RD,THORBURN NS,B0K 1W0,9029223800,9029223828,DOYLENM@CCRCE.CA,POINT (-62.508409 45.59257)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,599,FAIRVIEW HEIGHTS ELEMENTARY SCHOOL,210 CORONATION AVE,HALIFAX NS,B3N 2N3,NULL,NULL,NULL,9024578953,9024578957,FHES@HRSB.NS.CA,POINT (-63.64888 44.650594)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,578,FAIRVIEW JUNIOR HIGH SCHOOL,155 ROSEDALE AVE,HALIFAX NS,B3N 2K2,NULL,NULL,NULL,9024578960,9024578963,FVJH@HRSB.NS.CA,POINT (-63.647398 44.648766)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,362,FALMOUTH DISTRICT SCHOOL,PO BOX 40,FALMOUTH NS,B0P 1L0,30 SCHOOL ST,FALMOUTH NS,B0P 1L0,9027926710,9027926717,FDS@AVRCE.CA,POINT (-64.166137 44.994946)
2018-2019,52,STRAIT REGIONAL CENTRE FOR EDUCATION,266,FANNING EDUCATION CENTRE/ CANSO ACADEMY,129 TICKLE RD,GUYSBOROUGH NS,B0H 1H0,NULL,NULL,NULL,9023662225,9023663502,JEFF.GEORGE@SRCE.CA,POINT (-61.028191 45.332289)
2018-2019,52,STRAIT REGIONAL CENTRE FOR EDUCATION,471,FELIX MARCHAND EDUCATION CENTRE,PO BOX 767,LOUISDALE NS,B0E 1V0,380 MAIN ST,LOUISDALE NS,B0E 1V0,9023452560,9023452868,LOIS.LANDRY@SRCE.CA,POINT (-61.53561 46.022375)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,1153,FERRISVIEW ELEMENTARY SCHOOL,83 ARCHIBALD AVE,NORTH SYDNEY NS,B2A 2W9,NULL,NULL,NULL,9027947137,9027946237,BOUTJ@GNSPES.CA,POINT (-60.254967 46.212536)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,288,FIVE BRIDGES JUNIOR HIGH SCHOOL,66 HUBLEY RD,HUBLEY NS,B3Z 1B9,NULL,NULL,NULL,9028762026,9028767177,FBJH@HRSB.NS.CA,POINT (-64.66181 44.618009)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,80,FOREST HEIGHTS COMMUNITY SCHOOL,PO BOX 29,CHESTER BASIN NS,B0J 1K0,847 HWY 12,CHESTER BASIN NS,B0J 1K0,9022752700,9022752710,FHCS@SSRSB.CA,POINT (-64.320054 44.599949)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,927,FOREST RIDGE ACADEMY,PO BOX 128,BARRINGTON NS,B0W 1E0,59 FOREST VIEW DR,BARRINGTON NS,B0W 1E0,9026374340,9026374342,FRA@TCRCE.CA,POINT (-65.564628 43.567272)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,665,G. R. SAUNDERS ELEMENTARY SCHOOL,PO BOX 1030,STELLARTON NS,B0K 1S0,71 BRIDGE AVE,STELLARTON NS,B0K 1S0,9027558230,9027558238,CORMIEREL@CCRCE.CA,POINT (-62.665161 45.562129)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,356,GAETZ BROOK JUNIOR HIGH SCHOOL,6856 HWY 7,HEAD OF CHEZZETCOOK NS,B0J 1N0,NULL,NULL,NULL,9028274666,9028275430,GBJHS@HRCE.CA,POINT (-63.20663 44.777114)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,60,GASPEREAU VALLEY ELEMENTARY SCHOOL,2781 GREENFIELD RD,WOLFVILLE NS,B4P 2R1,NULL,NULL,NULL,9025426090,9025426096,GVES@AVRCE.CA,POINT (-64.351705 45.063463)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,731,GEORGE BISSETT ELEMENTARY SCHOOL,170 ARKLOW DR,DARTMOUTH NS,B2W 4R6,NULL,NULL,NULL,9024645184,9024645187,GBES@HRCE.CA,POINT (-63.487234 44.678036)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,314,GEORGES P. VANIER JUNIOR HIGH SCHOOL,1410 FALL RIVER RD,FALL RIVER NS,B2T 1J1,NULL,NULL,NULL,9028604182,9028604188,VANIER@HRSB.NS.CA,POINT (-63.61629 44.815837)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,416,GLACE BAY ELEMENTARY SCHOOL,135 BROOKSIDE ST,GLACE BAY NS,B1A 1K8,NULL,NULL,NULL,9028493256,9028493261,SHEPARDR@GNSPES.CA,POINT (-59.957477 46.188709)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,8,GLACE BAY HIGH SCHOOL,201 RESERVE ST,GLACE BAY NS,B1A 4W3,NULL,NULL,NULL,9028494247,9028492700,GBH@GNSPES.CA,POINT (-59.979701 46.191111)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,59,GLOOSCAP ELEMENTARY SCHOOL,1017 J JORDAN RD RR5,CANNING NS,B0P 1H0,NULL,NULL,NULL,9025822010,9025822015,GES@AVRCE.CA,POINT (-64.435722 45.159724)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,568,GORSEBROOK JUNIOR HIGH SCHOOL,5966 SOUTH ST,HALIFAX NS,B3H 1S6,NULL,NULL,NULL,9024216758,9024212709,GJH@HRSB.NS.CA,POINT (-63.584422 44.636605)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,318,GRAHAM CREIGHTON JUNIOR HIGH SCHOOL,72 CHERRY BROOK RD,CHERRY BROOK NS,B2Z 1A8,NULL,NULL,NULL,9024645164,9024645173,GCJH@HRSB.NS.CA,POINT (-63.472842 44.705183)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,26,GREAT VILLAGE ELEMENTARY SCHOOL,8849 HWY 2,GREAT VILLAGE NS,B0M 1L0,NULL,NULL,NULL,9026686500,9026686506,SMITHC@CCRCE.CA,POINT (-63.596285 45.412331)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,963,GREENFIELD ELEMENTARY SCHOOL,25 JAMES ST,RIVER RYAN NS,B1H 1B8,NULL,NULL,NULL,9028624000,9028624005,MACDOUS13@GNSPES.CA,POINT (-62.002148 45.615711)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,1150,GREENFIELD ELEMENTARY SCHOOL,5060 HWY 210,GREENFIELD NS,B0T 1E0,NULL,NULL,NULL,9026855400,9026855401,GES@SSRSB.CA,POINT (-64.841687 44.272282)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,602,GROSVENOR-WENTWORTH PARK ELEMENTARY SCHOOL,4 DOWNING ST,HALIFAX NS,B3M 2G4,NULL,NULL,NULL,9024578422,9024578430,GWP@HRCE.CA,POINT (-63.668629 44.685564)
2018-2019,52,STRAIT REGIONAL CENTRE FOR EDUCATION,143,H. M. MACDONALD ELEMENTARY SCHOOL,RR 3 2811 HWY 245,MARYVALE NS,B2G 2J1,NULL,NULL,NULL,9028632096,9028630616,ERIN.MACPHERSON@SRCE.CA,POINT (-62.043352 45.734483)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,567,HALIFAX CENTRAL JUNIOR HIGH SCHOOL,1787 PRESTON ST,HALIFAX NS,B3H 3V7,NULL,NULL,NULL,9024216777,9024212868,CENTRAL@HRCE.CA,POINT (-63.596605 44.642907)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,592,HALIFAX WEST HIGH SCHOOL,283 THOMAS RADDALL DR,HALIFAX NS,B3S 1R1,NULL,NULL,NULL,9024578900,9024578980,HWHS@HRCE.CA,POINT (-63.663855 44.655738)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,306,HAMMONDS PLAINS CONSOLIDATED SCHOOL,2180 HAMMONDS PLAINS RD,HAMMONDS PLAINS NS,B4B 1M5,NULL,NULL,NULL,9028328412,9028328420,HPCS@HRSB.NS.CA,POINT (-63.790139 44.73452)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,42,HANTS EAST RURAL HIGH SCHOOL,2331 HWY 2,MILFORD NS,B0N 1Y0,NULL,NULL,NULL,9027584620,9027584626,SMITHMT@CCRCE.CA,POINT (-63.430081 45.05659)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,41,HANTS NORTH RURAL HIGH SCHOOL,4369 HWY 236,KENNETCOOK NS,B0N 1P0,NULL,NULL,NULL,9023623300,9023623303,SEARLELM@CCRCE.CA,POINT (-63.716453 45.181197)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,24,HANTSPORT SCHOOL,PO BOX 392,HANTSPORT NS,B0P 1P0,11 SCHOOL ST,HANTSPORT NS,B0P 1P0,9026844000,9026844004,HS@AVRCE.CA,POINT (-64.181677 45.066375)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,521,HARBOUR VIEW ELEMENTARY SCHOOL,25 ALFRED ST,DARTMOUTH NS,B3A 4E8,NULL,NULL,NULL,9024642051,9024642282,HVES@HRCE.CA,POINT (-63.589114 44.681047)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,964,HARBOURSIDE ELEMENTARY SCHOOL,15 CHURCH ST,SYDNEY NS,B1N 2R3,NULL,NULL,NULL,9025634520,9025634523,DBEATON@GNSPES.CA,POINT (-61.305855 46.227538)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,1145,HARMONY HEIGHTS ELEMENTARY SCHOOL,25 CEDAR DR,TRURO NS,B2N 5W3,NULL,NULL,NULL,9028965798,9028978922,FITZGERALDD@CCRCE.CA,POINT (-62.675016 45.548135)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,740,HAROLD T. BARRETT JUNIOR HIGH SCHOOL,862 BEAVER BANK RD,BEAVER BANK NS,B4G 1A9,NULL,NULL,NULL,9028647500,9028647502,HTBAR@HRSB.NS.CA,POINT (-63.682286 44.820432)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,296,HARRIETSFIELD ELEMENTARY SCHOOL,1150 OLD SAMBRO RD,HARRIETSFIELD NS,B3V 1B1,NULL,NULL,NULL,9024794230,9024794235,HES@HRCE.CA,POINT (-63.634878 44.569058)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,313,HARRY R. HAMILTON ELEMENTARY SCHOOL,40 HAMILTON DR,MIDDLE SACKVILLE NS,B4E 3A9,NULL,NULL,NULL,9028646815,9028646820,HRH@HRSB.NS.CA,POINT (-63.727358 44.797838)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,522,HAWTHORN ELEMENTARY SCHOOL,10 HAWTHORNE ST,DARTMOUTH NS,B2Y 2Y3,NULL,NULL,NULL,9024642048,9024642799,HAWTHORN@HRSB.NS.CA,POINT (-63.559061 44.669574)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,917,HEBBVILLE ACADEMY,16147 HWY 3,HEBBVILLE NS,B4V 6Y1,NULL,NULL,NULL,9025418280,9025418290,HA@SSRSB.CA,POINT (-64.561557 44.320891)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,293,HERRING COVE JUNIOR HIGH SCHOOL,7 LANCASTER DR,HERRING COVE NS,B3V 1H9,NULL,NULL,NULL,9024794214,9024793379,HCJH@HRSB.NS.CA,POINT (-63.562651 44.56827)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,998,HIGHBURY EDUCATION CENTRE,26 HIGHBURY RD,NEW MINAS NS,B4N 3P7,NULL,NULL,NULL,9026814930,9026814931,HEC@AVRCE.CA,POINT (-64.462272 45.066961)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,571,HIGHLAND PARK JUNIOR HIGH SCHOOL,3479 ROBIE ST,HALIFAX NS,B3K 4S4,NULL,NULL,NULL,9024935124,9024935130,HPJH@HRCE.CA,POINT (-63.609658 44.664555)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,15,HILDEN ELEMENTARY SCHOOL,1737 TRURO RD,HILDEN NS,B0N 1C0,NULL,NULL,NULL,9028965750,9028965751,KAULBACHL@CCRCE.CA,POINT (-63.289032 45.307892)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,79,HILLCREST ACADEMY,PO BOX 40,SHELBURNE NS,B0T 1W0,127 KING ST,SHELBURNE NS,B0T 1W0,9028755300,9028755301,HIA@TCRCE.CA,POINT (-65.309752 43.767482)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,310,HILLSIDE PARK ELEMENTARY SCHOOL,15 HILLSIDE AVE,LOWER SACKVILLE NS,B4C 1W6,NULL,NULL,NULL,9028646873,9028646878,HPES@HRSB.NS.CA,POINT (-59.967389 46.197988)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,747,HOLLAND ROAD ELEMENTARY SCHOOL,181 HOLLAND RD,FLETCHERS LAKE NS,B2T 1A1,NULL,NULL,NULL,9028604170,9028604173,HRES@HRCE.CA,POINT (-63.602213 44.842164)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,70,HORTON HIGH SCHOOL,75 GREENWICH RD S,WOLFVILLE NS,B4P 2R2,NULL,NULL,NULL,9025426060,9025426066,HHS@AVRCE.CA,POINT (-64.401148 45.071491)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,327,HUMBER PARK ELEMENTARY SCHOOL,5 SMALLWOOD AVE,DARTMOUTH NS,B2W 3R6,NULL,NULL,NULL,9024645177,9024645182,HPS@HRSB.NS.CA,POINT (-63.495516 44.704762)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,523,IAN FORSYTH ELEMENTARY SCHOOL,22 GLENCOE DR,DARTMOUTH NS,B2X 1J1,NULL,NULL,NULL,9024358435,9024358365,IFES@HRSB.NS.CA,POINT (-63.53827 44.694277)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,579,INGLIS STREET ELEMENTARY SCHOOL,5985 INGLIS ST,HALIFAX NS,B3H 1K7,NULL,NULL,NULL,9024216767,9024213028,ISES@HRSB.NS.CA,POINT (-63.582726 44.632733)
2018-2019,52,STRAIT REGIONAL CENTRE FOR EDUCATION,1106,INVERNESS EDUCATION CENTRE/ ACADEMY,PO BOX 580,INVERNESS NS,B0E 1N0,59 VETERANS MEMORIAL CRT,INVERNESS NS,B0E 1N0,9022583700,9022583899,CAROL.SMITH@SRCE.CA,POINT (-61.298781 46.232116)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1196,ISLAND VIEW HIGH SCHOOL,1853 CALDWELL RD,EASTERN PASSAGE NS,B2G 1J4,NULL,NULL,NULL,9024666341,9024666348,IVH@HRSB.CA,POINT (-63.471283 44.6089)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,259,ISLANDS CONSOLIDATED SCHOOL,PO BOX 80,FREEPORT NS,B0V 1B0,75 OVERCOVE RD,FREEPORT NS,B0V 1B0,9028396300,9028396303,ICS@TCRCE.CA,POINT (-66.319276 44.27757)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,619,J. L. ILSLEY HIGH SCHOOL,38 SYLVIA AVE,HALIFAX NS,B3R 1J9,NULL,NULL,NULL,9024794612,9024794635,JLI@HRSB.NS.CA,POINT (-63.608393 44.605914)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,549,JOHN BERNARD CROAK V.C. MEMORIAL SCHOOL,10 SECOND ST,GLACE BAY NS,B1A 5Z4,NULL,NULL,NULL,9028492003,9028422212,RMULLER@GNSPES.CA,POINT (-63.666231 44.728907)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,539,JOHN MACNEIL ELEMENTARY SCHOOL,62 LEAMAN DR,DARTMOUTH NS,B3A 2K9,NULL,NULL,NULL,9024642488,9024642616,JMES@HRSB.NS.CA,POINT (-63.58218 44.690044)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,524,JOHN MARTIN JUNIOR HIGH SCHOOL,7 BRULE ST,DARTMOUTH NS,B3A 4G2,NULL,NULL,NULL,9024642408,9024642062,JMJH@HRSB.NS.CA,POINT (-63.587175 44.683205)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,607,JOHN W. MACLEOD-FLEMING TOWER ELEMENTARY SCHOOL,159 PURCELL'S COVE RD,HALIFAX NS,B3P 1B7,NULL,NULL,NULL,9024794437,9024794442,JWM@HRSB.NS.CA,POINT (-63.60925 44.63029)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,354,JOSEPH GILES ELEMENTARY SCHOOL,54 GREGORY DR,DARTMOUTH NS,B2W 3M6,NULL,NULL,NULL,9024645192,9024645197,JGES@HRSB.NS.CA,POINT (-63.49576 44.685408)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,569,JOSEPH HOWE ELEMENTARY SCHOOL,2557 MAYNARD ST,HALIFAX NS,B3K 3V6,NULL,NULL,NULL,9024216785,9024218744,JHOWE@HRSB.NS.CA,POINT (-63.591549 44.655512)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,960,JUBILEE ELEMENTARY SCHOOL,755 MAIN ST,SYDNEY MINES NS,B1V 2L4,NULL,NULL,NULL,9027363310,9027367510,JACKH@GNSPES.CA,POINT (-60.228903 46.242176)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,661,JUNCTION ROAD ELEMENTARY SCHOOL,PO BOX 2139,SPRINGHILL NS,B0M 1X0,19 JUNCTION RD,SPRINGHILL NS,B0M 1X0,9025974240,9025974247,MADDISONALICKS@CCRCE.CA,POINT (-64.057753 45.652615)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,38,KENNETCOOK DISTRICT ELEMENTARY SCHOOL,4369 HWY 236,KENNETCOOK NS,B0N 1P0,NULL,NULL,NULL,9023623300,9023623303,SEARLELM@CCRCE.CA,POINT (-63.716453 45.181197)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,1158,KINGS COUNTY ACADEMY,35 GARY PEARL DR,KENTVILLE NS,B4N 0H4,NULL,NULL,NULL,9026903850,9026903864,KCA@AVRCE.CA,POINT (-64.519657 45.077246)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,379,KINGS COUNTY ADULT HIGH SCHOOL,26 HIGHBURY RD,NEW MINAS NS,B4N 3P7,NULL,NULL,NULL,9026814930,9026814931,KCAHS@AVRCE.CA,POINT (-64.462272 45.066961)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,62,KINGSTON & DISTRICT SCHOOL,PO BOX 295,KINGSTON NS,B0P 1R0,630 PINE RIDGE AVE,KINGSTON NS,B0P 1R0,9027657530,9027657535,KINGSTON@AVRCE.CA,POINT (-64.943106 44.993256)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,1103,KINGSWOOD ELEMENTARY SCHOOL,34 VREGE CRT,HAMMONDS PLAINS NS,B4B 1K2,NULL,NULL,NULL,9028325522,9028325524,KWE@HRSB.NS.CA,POINT (-63.741165 44.720659)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,61,L.E. SHAW ELEMENTARY SCHOOL,486 OAK ISLAND RD,AVONPORT NS,B0P 1B0,NULL,NULL,NULL,9025426900,9025426905,LESES@AVRCE.CA,POINT (-64.257204 45.101367)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,330,LAKEFRONT CONSOLIDATED ELEMENTARY SCHOOL,17286 HWY 7,TANGIER NS,B0J 3H0,NULL,NULL,NULL,9027722195,9027722850,LCS@HRSB.NS.CA,POINT (-65.15545 44.878886)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,129,LAWRENCETOWN CONSOLIDATED SCHOOL,RR 1 10 MIDDLE RD,LAWRENCETOWN NS,B0S 1M0,NULL,NULL,NULL,9025844500,9025844505,LCS@AVRCE.CA,POINT (-65.15545 44.878886)
2018-2019,55,ANNAPOLIS VALLEY REGIONAL CENTRE FOR EDUCATION,1108,LAWRENCETOWN EDUCATION CENTRE,RR 1 10 MIDDLE RD,LAWRENCETOWN NS,B0S 1M0,NULL,NULL,NULL,9025844524,9025844528,LEC@AVRCE.CA,POINT (-63.591934 44.640545)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,587,LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL,1589 WALNUT ST,HALIFAX NS,B3H 3S1,NULL,NULL,NULL,9024216769,9024213036,LMSTS@HRSB.NS.CA,POINT (-63.673175 44.781031)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,353,LESLIE THOMAS JUNIOR HIGH SCHOOL,100 METROPOLITAN AVE,LOWER SACKVILLE NS,B4C 2Z8,NULL,NULL,NULL,9028646785,9028646797,LTJH@HRCE.CA,POINT (-64.708631 44.035191)
2018-2019,58,SOUTH SHORE REGIONAL CENTRE FOR EDUCATION,710,LIVERPOOL REGIONAL HIGH SCHOOL,PO BOX 1266,LIVERPOOL NS,B0T 1K0,104 COLLEGE ST,LIVERPOOL NS,B0T 1K0,9023547600,9023547610,LRHS@SSRSB.CA,POINT (-65.115913 43.697895)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,624,LOCKEPORT ELEMENTARY SCHOOL,PO BOX 280,LOCKEPORT NS,B0T 1L0,73 BEACH ST,LOCKEPORT NS,B0T 1L0,9026567100,9026567101,LES@TCRCE.CA,POINT (-65.114857 43.697232)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,711,LOCKEPORT REGIONAL HIGH SCHOOL,PO BOX 129,LOCKEPORT NS,B0T 1L0,10 LOCKE ST,LOCKEPORT NS,B0T 1L0,9026567110,9026567120,LHS@TCRCE.CA,NULL
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,968,LOCKVIEW HIGH SCHOOL,148 LOCKVIEW RD,FALL RIVER NS,B2T 1J1,NULL,NULL,NULL,9028606000,9028606005,LHS@HRCE.CA,POINT (-63.804162 44.748518)
2018-2019,54,HALIFAX REGIONAL CENTRE FOR EDUCATION,939,MADELINE SYMONDS MIDDLE SCHOOL,290 WHITE HILLS RUN,HAMMONDS PLAINS NS,B4B 1W6,NULL,NULL,NULL,9028322300,9028322302,MSMS@HRSB.NS.CA,POINT (-60.2107 46.107661)
2018-2019,51,CAPE BRETON-VICTORIA REGIONAL CENTRE FOR EDUCATION,202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL,125 KENWOOD DR,SYDNEY NS,B1S 1T8,NULL,NULL,NULL,9025644587,9025641666,SMCAMPBELL@GNSPES.CA,POINT (-66.089978 43.89221)
2018-2019,59,TRI-COUNTY REGIONALCENTRE FOR EDUCATION,410,MAPLE GROVE EDUCATION CENTRE,52 GROVE MEMORIAL DR,HEBRON NS,B0W 1X0,NULL,NULL,NULL,9027495160,9027495170,MGEC@TCRCE.CA,POINT (-63.289963 45.323985)
2018-2019,53,CHIGNECTO-CENTRAL REGIONAL CENTRE FOR EDUCATION,949,MAPLE RIDGE ELEMENTARY SCHOOL,1066 HWY 2,LANTZ NS,B2S 1M8,NULL,NULL,NULL,9028835361,9028835360,ISENORR@CCRCE.CA,POINT (-60.944415 45.629288)
