facility,permit_type,permit_status,facility_address,city
MacDonald Hall,Eating Establishment,Active,55 MAPLE ST.,INVERNESS
STEW'S CORNER CONVENIENCE & GAS,Food Shop,Active,5077 HWY 210,GREENFIELD
CAMP GEDDIE,Eating Establishment,Active,3555 SHORE RD.,PONDS
ASTER CAFA,Eating Establishment,Active,3556 DUTCH VILLAGE RD.,HALIFAX
RALPH'S DOWNEAST DINER,Eating Establishment,Active,13080 HIGHWAY 7 HWY.,SHIP HARBOUR
NICK'S YOUR INDEPENDENT GROCER,Food Shop,Active,543 MAIN ST.,MAHONE BAY
FLENJOR FOODS,Food Shop,Active,47 WILLIAMS LAKE RD.,HALIFAX
KENNY'S PIZZA,Eating Establishment,Active,90 COXHEATH RD.,COXHEATH
MABOU FARMERS MARKET - ORGANIZER,Public Market - Vendor,Active,186 MABOU HARBOUR RD.,MABOU
MIRCHI TANDOOR,Eating Establishment,Active,5232 BLOWERS ST.,HALIFAX
SAGEWOOD CONTINUING CARE COMMUNITY,Eating Establishment,Active,345 COBEQUID RD.,LOWER SACKVILLE
KENNEDYS VARIETY & DELI,Eating Establishment,Active,13 RYLAND AVE.,BIBLE HILL
CEILIDH FISHERMENS COOP LIMITED,Food Shop,Active,158 MAIN ST.,PORT HOOD
EARLTOWN GENERAL STORE,Eating Establishment,Active,5556 HIGHWAY 311 HWY.,EARLTOWN
"Main Dietary, Veterans Memorial Bldg., QEII",Eating Establishment,Active,5955 VETERANS MEMORIAL LANE,HALIFAX
LIN GARDEN RESTAURANT LIMITED,Eating Establishment,Active,537 HIGHWAY #2 UNIT 1,ELMSDALE
Circle K #2519,Eating Establishment,Active,5204 HIGHWAY 7 HWY.,PORTERS LAKE
MILFORD HOUSE PROPERTIES,Eating Establishment,Active,5296 HIGHWAY 8 HWY.,SOUTH MILFORD
LOVE EAT ASIAN RESTAURANT,Eating Establishment,Active,232 MAIN ST.,ANTIGONISH
BOOMBURGER,Eating Establishment,Active,64 DELLRIDGE LANE UNIT 102,BEDFORD
RANJITH KUMAR MURUGESAN - ANTIGONISH FARMERS MARKET,Public Market - Vendor,Active,30 JAMES ST.,ANTIGONISH
DIGBY ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,20 SHREVE ST.,DIGBY
ROYAL CANADIAN LEGION,Eating Establishment,Active,2234 ROCKY LAKE DR.,WAVERLEY
GERMAN BAKERY AND SACHSEN CAFE RESTAURANT,Eating Establishment,Active,360 ST GEORGE ST. 1,ANNAPOLIS ROYAL
Boulangerie la Vendeenne - Annapolis Royal Farmers Market,Public Market - Vendor,Active,ST ANTHONY ST.,ANNAPOLIS ROYAL
VICKI'S RESTAURANT - COLDBROOK,Eating Establishment,Active,7165 HIGHWAY 1 HWY. UNIT 200,COLDBROOK
TIM HORTONS,Eating Establishment,Active,3286 HIGHWAY 2 HWY.,FALL RIVER
A-1 PIERROS PIZZA,Eating Establishment,Active,31 KING ST.,SHELBURNE
DAD'S PLACE,Eating Establishment,Active,138 MAIN ST.,PARRSBORO
NORTHUMBERLAND HALL,Eating Establishment,Active,189 WILLOW ST.,AMHERST
JACKY'S ASIAN STORE CAUSEWAY SHOPPING CENTRE,Food Shop,Active,634 REEVES ST.,PORT HAWKESBURY
SPRING GARDEN CHILD CARE CENTRE-TRURO ROAD LOCATION,Eating Establishment,Active,2499 TRURO RD.,WESTVILLE
BROTHER KHURSHID HALAL SHACK - PROSPECT COMMUNITIES FARMERS MARKET,Public Market - Vendor,Active,2141 PROSPECT RD.,HATCHET LAKE
CAMERON HALL,Eating Establishment,Active,114 FAIRFAX DR.,HALIFAX
CJ NOB'S FARM MARKET,Food Shop,Active,612 GRANVILLE ST. E,BRIDGETOWN
YOUNG STREET ESSO,Food Shop,Active,6020 YOUNG ST.,HALIFAX
SWISS CHALET,Eating Establishment,Active,358 LACEWOOD DR.,HALIFAX
HANHAMS GAS & CONVENIENCE LIMITED,Eating Establishment,Active,4274 HIGHWAY 16 HWY.,HALF ISLAND COVE
DAVISON'S PANCAKE HOUSE,Eating Establishment,Active,2740 NEWVILLE RD.,HALFWAY RIVER
AMHERST GOLF CLUB,Eating Establishment,Active,487 JOHN BLACK RD.,AMHERST
The Keg Steakhouse & Bar - Dartmouth Crossing,Eating Establishment,Active,11 FYNE LANE,DARTMOUTH
SHUBIE DOO'S CANTEEN (SHUBIE CAMPGROUND),Food Shop - Seasonal,Active,NULL,NULL
GRANTS GROCERY,Food Shop,Active,1117 HIGHWAY 311 HWY. UNIT 2,NORTH RIVER
RED MOUNTAIN FARM - NEW GLASGOW FARMERS MARKET,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
D'AUBIN FAMILY MEATS - CROWN VERITY GRILL - PUSHCART,Mobile - Class 2,Active,607 GRANVILLE ST. E,BRIDGETOWN
MULGRAVE HERITAGE MUSEUM,Food Shop - Seasonal,Active,54 LOGGIE ST.,MULGRAVE
MACDOUGALL MEADOWS - MEANDER RIVER POP-UP MARKET,Public Market - Vendor,Active,906 WOODVILLE RD.,NEWPORT
BROOKLYN STREET DEVELOPMENTS LTD,Eating Establishment,Active,181 COMMERCIAL ST.,BERWICK
SOBEYS EXPRESS #4497,Food Shop,Active,7 TREATY TRAIL,MILLBROOK
"PIZZA TIME DONAIR, SUBS AND SEAFOOD",Eating Establishment,Active,731 PLEASANT ST.,DARTMOUTH
PLOUGHMANS LUNCH DELICATESSAN,Eating Establishment,Active,4645 HIGHWAY 331 HWY.,WEST DUBLIN
Petite Riviere General Store,Food Shop,Active,5752 HIGHWAY 331 HWY.,PETITE RIVIÈRE
Gourmandise Avenue Pattiserie - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,WOLFVILLE
BLOOMFIELD CAFETERIA,Eating Establishment,Active,5555 UNION PL.,ANTIGONISH
PRETZELMAKER & MRS. FIELDS,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,HALIFAX
LE CAVEAU (GRAND PRE WINERY),Eating Establishment,Active,11611 HIGHWAY 1 HWY.,GRAND PRE
SHOPPERS DRUG MART #166,Food Shop,Active,118 WYSE RD.,DARTMOUTH
Schoolhouse Gluten - Free Gourmet Ltd.,Eating Establishment,Active,7014 HIGHWAY 3 HWY.,MARTINS POINT
INDIAN GROCERIES,Eating Establishment,Active,2587 ROBIE ST.,HALIFAX
ENFIELD ESSO/ROBINS DONUTS,Food Shop,Active,282 HIGHWAY 2 HWY.,ENFIELD
MARY BROWNS CHICKEN,Eating Establishment,Active,86 BAYSIDE RD. UNIT 2,PAQTNKEK-NIKTUEK 23
CLAY CAFE TRURO,Food Shop,Active,600 PRINCE ST.,TRURO
RICHIE'S PIZZERIA,Eating Establishment,Active,116 NICHOLS AVE.,KENTVILLE
SUBWAY,Eating Establishment,Active,73 WATER ST.,DIGBY
MAIN STREET ESSO,Food Shop,Active,160 MAIN ST.,DARTMOUTH
BP CORNER NEWS (THE),Food Shop,Awaiting Application,1903 BARRINGTON ST. UNIT,HALIFAX
GIANT TIGER #187,Food Shop,Active,114 WOODLAWN RD.,DARTMOUTH
REHAB CAFE (NEW LEAF),Eating Establishment,Active,1341 SUMMER ST.,HALIFAX
FRESH FROM THE OVEN BAKERY N MORE,Eating Establishment,Active,678 CENTRAL AVE.,GREENWOOD
BURRITO JAX SACKVILLE,Eating Establishment,Active,720 SACKVILLE DR. UNIT 125,LOWER SACKVILLE
KINGS REGIONAL REHABILITATION CENTRE,Eating Establishment,Active,1349 COUNTY HOME RD.,CAMBRIDGE
BUTCHER'S BLOCK PUB & EATERY (THE),Eating Establishment,Active,540 SOUTHGATE DR. UNIT 103,BEDFORD
OTTAWA HOUSE BY THE SEA MUSEUM,Eating Establishment,Active,1155 WHITEHALL RD.,PARRSBORO
MOJO FOOD ENTERPRISES,Mobile - Class 1,Active,25 TWILIGHT LANE,DARTMOUTH
WEST SIDE CHARLIES,Eating Establishment,Active,9137 COMMERCIAL ST.,NEW MINAS
Charboyz,Eating Establishment,Active,200 PROSPECT RD.,HALIFAX
OLD ROAD BBQ,Eating Establishment,Active,190 INDUSTRIAL AVE.,TRURO
ROBIE ST. STATION DINER,Eating Establishment,Active,2394 ROBIE ST.,HALIFAX
BIBLE HILL PLAY TO LEARN CHILD CARE CENTRE,Eating Establishment,Active,334 PICTOU RD.,BIBLE HILL
WILSON GAS STOPS - Truro,Food Shop,Active,29 WALKER ST.,TRURO
CINEPLEX CINEMAS ANTIGONISH,Eating Establishment,Active,291 MAIN ST.,ANTIGONISH
Hampton Inn & Suites,Eating Establishment,Active,65 CROMARTY DR.,DARTMOUTH
KFC #1000 (QUINPOOL),Eating Establishment,Active,6310 QUINPOOL RD.,HALIFAX
CORKUM'S ISLAND MUSSEL FARM,Food Shop,Active,627 MASONS BEACH RD.,FIRST SOUTH
KENTUCKY FRIED CHICKEN (NEW WATERFORD),Eating Establishment,Active,3260 PLUMMER AVE.,NEW WATERFORD
AIR CANADA - MAPLE LEAF LOUNGE #73591,Eating Establishment,Active,747 BELL BLVD.,GOFFS
CASINO CATERING/BANQUETS (MARRIOTT),Eating Establishment,Active,1919 UPPER WATER ST.,HALIFAX
MACFARLANE LANTERN RESTAURANT (THE),Eating Establishment,Active,11054 HIGHWAY 6 HWY.,SOUTH PUGWASH
"LINKS AT PENN HILLS, THE",Eating Establishment,Active,14049 HIGHWAY 215 HWY.,RINES CREEK
PICKFORD & BLACK - FOOD TRUCK,Mobile - Class 1,Active,1869 UPPER WATER ST.,HALIFAX
HO HO WOK RESTAURANT LTD.,Eating Establishment,Active,23 INGLIS PL.,TRURO
Lunenburg Rum Cakes -Eating Establishment,Eating Establishment,Active,115 PLEASANT ST.,BRIDGEWATER
ARBORSTONE ENHANCED CARE,Eating Establishment,Active,1430 PURCELLS COVE RD.,HALIFAX
CIRCLE K #2059,Food Shop,Active,1075 ST MARGARETS BAY RD.,BEECHVILLE
Oxford Regional Education Centre,Eating Establishment,Active,249 LOWER MAIN ST.,OXFORD
CANADIAN TIRE GAS BAR,Food Shop,Active,146 SOUTH ALBION ST.,AMHERST
GIANT TIGER 233,Food Shop,Active,1658 BEDFORD HWY. UNIT 0490,BEDFORD
MY WORLD OF LEARNING CHILD CARE ASSOCIATION,Eating Establishment,Active,36 ARTHUR ST.,TRURO
MALONEY'S FISH TRUCK - FISH MOBILE,Mobile - Class 3,Active,106 HIGHWAY 224 HWY.,SHUBENACADIE
GOTTINGEN STREET PIZZA,Eating Establishment,Active,2302 GOTTINGEN ST.,HALIFAX
"NSCC, STRAIT AREA CAMPUS",Eating Establishment,Active,226 REEVES ST.,PORT HAWKESBURY
Debbie Lawless - PUGWASH FARMERS MARKET,Public Market - Vendor,Active,10222 DURHAM ST.,PUGWASH
LOCKEPORT ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,73 BEECH ST.,LOCKEPORT
TIM HORTON'S,Eating Establishment,Active,16 KILTEARN ROW,DARTMOUTH
MARYS ABIDE-A-WHILE HOME LIMITED,Eating Establishment,Active,188 WATER ST.,SHELBURNE
BURGER KING,Eating Establishment,Active,6741 HWY #2,ENFIELD
HIGHWHEELER CAFE 1995 LIMITED,Eating Establishment,Active,484 CHEBUCTO ST.,BADDECK
Rocky Mountain Chocolate Factory,Food Shop,Active,800 GRAND LAKE RD.,GRAND LAKE ROAD
MAN BEAN FOOD SERVICES,Eating Establishment,Active,1284 BARRINGTON ST.,HALIFAX
S '&' S (STRIVE & SUCCEED) - CAPE BRETON FARMERS MARKET,Public Market - Vendor,Active,15 FALMOUTH ST.,SYDNEY
SIMPLY FOR LIFE BARRINGTON,Food Shop,Active,3452 HIGHWAY 3 HWY.,BARRINGTON PASSAGE
L'AUBERGE AU HAVRE DU CAPITAINE LTEE,Eating Establishment,Active,9118 HIGHWAY 1 HWY.,METEGHAN RIVER
Double Don Fisheries (Don Boudreau) LFOS,Mobile - Class 3,Active,1909 HIGHWAY 334 HWY.,UPPER WEDGEPORT
WESTVILLE LEGION 35,Eating Establishment,Active,2066 SPRING GARDEN RD.,WESTVILLE
Circle K #2513,Food Shop,Active,280 LACEWOOD DR.,HALIFAX
MOXIE'S GRILL/BAR,Eating Establishment,Active,1610 ARGYLE ST.,HALIFAX
Leo's Pizza,Eating Establishment,Active,1746 BEDFORD HWY.,BEDFORD
ME HOME BY BED & BREAKFAST,Eating Establishment,Active,2901 MALAGASH RD.,MALAGASH CENTRE
Ecole Beau Port Cafeteria,Eating Establishment,Active,2359 HIGHWAY 206 HWY.,ARICHAT
PEACHTREE CHILDREN'S CENTRE,Eating Establishment,Active,971 WINDGATE DR.,BEAVER BANK
ROYAL CANADIAN LEGION BRANCH 1,Eating Establishment,Active,205 MARSHALL ST.,MIDDLETON
ALL SAINTS SPRINGHILL HOSPITAL,Eating Establishment,Active,10 PRINCESS ST. UNIT B,SPRINGHILL
ISLAND SUNSET RESORT & SPA,Eating Establishment,Active,19 BEACH COVE RD.,MARGAREE HARBOUR
Steven Weller - All Roads Lead to Weymouth Market,Public Market - Vendor,Active,24 BACK ST.,WEYMOUTH
SUBWAY,Eating Establishment,Active,3839 NORTH ST.,CHESTER
BENTO SUSHI in SOBEYS,Eating Establishment,Active,288 PRINCE ST.,SYDNEY
CAFETERIA-CHIPMAN BUILDING,Eating Establishment,Active,15 CHIPMAN DR.,KENTVILLE
LEGENDS CAFE - MILLBROOK COMMUNITY BINGO SOCIETY,Eating Establishment,Active,15 LEGENDS AVE.,MILLBROOK 27
SHREE CURRY PLACE - NEW GLASGOW FARMERS MARKET,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
CHA BAA THAI RESTAURANT - Queen Street,Eating Establishment,Active,1546 QUEEN ST.,HALIFAX
NEEDS GREENWOOD #4538,Food Shop,Active,716 CENTRAL AVE.,GREENWOOD
WESTCLIFFE GROCERY AND LUNCH,Eating Establishment,Active,3089 OXFORD ST.,HALIFAX
SCOTIABANK CENTRE - PIZZA (WEST),Eating Establishment,Active,1800 ARGYLE ST.,HALIFAX
MR CHICKEN,Eating Establishment,Active,15546 CABOT TRAIL,CHÉTICAMP
Boston Pizza,Eating Establishment,Active,134 STARRS RD.,YARMOUTH
ORSO PUB AND GRILL,Eating Establishment,Active,1859 BRUNSWICK ST.,HALIFAX
RUGOVA'S PIZZA,Eating Establishment,Active,5228 BLOWERS ST.,HALIFAX
NANTUCKET HOME,Eating Establishment,Active,10 FAIRBANKS ST.,DARTMOUTH
SUBWAY,Eating Establishment,Active,7152 HIGHWAY 1 HWY.,COLDBROOK
THE SWEET LIFE BAKERY,Eating Establishment,Active,90 PROVOST ST.,NEW GLASGOW
SHAMROCK ENTERPRISES LTD.,Food Shop,Active,3150 HIGHWAY 320 HWY.,D'ESCOUSSE
CIRCLE K #2055,Food Shop,Active,503 OLD SAMBRO RD.,HALIFAX
JUNGLE JIM'S,Eating Establishment,Active,95 STARRS RD.,YARMOUTH
DOOLY'S AMHERST,Eating Establishment,Active,4 VICTORIA ST.,AMHERST
NEW MINAS SUPERSTORE 344,Eating Establishment,Active,9064 COMMERCIAL ST.,NEW MINAS
SHENANIGANS SPORTS BAR,Eating Establishment,Active,197 ARCHIMEDES ST.,NEW GLASGOW
DOOLYS NORTH SYDNEY 51,Eating Establishment,Active,10 BLOWER ST.,NORTH SYDNEY
KURT WENTZEL / PRIVATEER FARMERS MARKET,Public Market - Vendor,Active,38 HENRY HENSEY DR.,LIVERPOOL
COLLEEN'S PUB & GRILL,Eating Establishment,Active,245 WAVERLEY RD. UNIT,DARTMOUTH
Marie et Guy's French Bakery,Public Market - Vendor,Active,66 VICTORIA ST.,ANNAPOLIS ROYAL
LE VILLAGE HISTORIQUE ACADIEN,Eating Establishment,Active,91 OLD CHURCH RD.,LOWER WEST PUBNICO
BISCUIT EATER CAFE & BOOKS (THE),Eating Establishment,Active,16 ORCHARD ST.,MAHONE BAY
"New Glasgow Farmer's Market-D&E's Smoked Meats, Kitchen and Catering Services",Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
SALT SHAKER DELI,Eating Establishment,Active,124 MONTAGUE ST.,LUNENBURG
MAY GARDEN CHINESE RESTAURANT (Dartmouth),Eating Establishment,Active,136 PORTLAND ST.,DARTMOUTH
NOOK AND CRANNY (THE),Eating Establishment,Active,627 PRINCE ST.,TRURO
Craig Medicraft,Public Market - Vendor,Active,66 VICTORIA ST.,ANNAPOLIS ROYAL
BROADWAY CONVENIENCE STORE,Food Shop,Active,1467 VICTORIA RD.,SYDNEY
CHESTER PHARMASAVE,Food Shop,Active,3785 HIGHWAY # 3,CHESTER
ART OF EATING DELI AND CATERING,Eating Establishment,Active,91 VICTORIA ST. E,AMHERST
KEE HEONG CANTONESE BAKERY,Eating Establishment,Active,1532 GRANVILLE ST.,HALIFAX
CAPE BRETON HIGHLANDS SCHOOL 71429,Eating Establishment,Active,11070 CABOT TRAIL,TERRE NOIRE
BENJAMIN BRIDGE WINERY,Eating Establishment,Active,1966 WHITE ROCK RD.,WOLFVILLE
PHILLY'S COUNTRY OVEN,Eating Establishment,Active,1021 HIGHWAY 277 HWY.,DUTCH SETTLEMENT
ROCKY LAKE GROCERY,Eating Establishment,Active,252 ROCKY LAKE DR.,BEDFORD
PETER'S PIZZERIA,Eating Establishment,Active,5391 INGLIS ST.,HALIFAX
Hutchinson Maple Products Inc,Eating Establishment,Active,3377 AYLESFORD RD.,LAKE PAUL
Economy Shoe Shop,Eating Establishment,Active,1663 ARGYLE ST.,HALIFAX
MILLSTONE PUBLIC HOUSE 2 (THE),Eating Establishment,Active,50 GARY MARTIN DR.,BEDFORD
ROYAL CANADIAN LEGION BRANCH 21,Eating Establishment,Active,66 VICTORIA,ANNAPOLIS ROYAL
GASPEREAU GAS & CONVENIENCE,Eating Establishment,Active,548 GASPEREAU RIVER RD.,GASPEREAU
HALIMAC AX THROWING,Eating Establishment,Active,1920 BRUNSWICK ST.,HALIFAX
HEATHER LANES LIMITED,Eating Establishment,Active,612 EAST RIVER RD.,NEW GLASGOW
WINNERS CIRCLE,Eating Establishment,Active,493 PRINCE ST.,SYDNEY
Mother Culture Ferments - Lunenburg Farmer's Market,Public Market - Vendor,Active,17 GREEN ST.,LUNENBURG
CORNWALLIS VALUE FOOD,Eating Establishment,Active,1043 HIGHWAY 1 HWY. 1,CORNWALLIS PARK
Farmstyle Catering - Weymouth Consolidated School,Eating Establishment,Active,4695 HIGHWAY 1 HWY.,WEYMOUTH
GLACE BAY HIGH SCHOOL #71116,Eating Establishment,Active,201 RESERVE ST.,GLACE BAY
CLEARWATER LOBSTER SHOPS,Eating Establishment,Active,1 BELL BLVD.,ENFIELD
HORTON DISTRICT HIGH SCHOOL CAFETERIA 71541,Eating Establishment,Active,75 GREENWICH RD. S,WOLFVILLE RIDGE
ANTOJO,Eating Establishment,Active,1667 ARGYLE ST.,HALIFAX
BAIN'S OLD WORLD BAKERY LTD,Eating Establishment,Active,381 MAIN ST.,YARMOUTH
BULK BARN FOODS LIMITED,Food Shop,Active,209 CHAIN LAKE DR.,HALIFAX
HFX SPORTS BAR & GRILL,Eating Establishment,Active,1721 BRUNSWICK ST.,HALIFAX
HELLAS RESTAURANT,Eating Establishment - Seasonal,Active,NULL,NULL
NEEDS #4436,Food Shop,Active,1515 MAIN RD.,EASTERN PASSAGE
EDIBLE ART CAFE,Eating Establishment,Active,9701 COMMERCIAL ST. 1,NEW MINAS
JUNGLE JIMS EATERY,Eating Establishment,Active,127 NORTH FOORD ST.,STELLARTON
HALIFAX ALEHOUSE,Eating Establishment,Active,1717 BRUNSWICK ST.,HALIFAX
Kelly's Catering,Eating Establishment,Active,2690 CLEMENTSVALE RD.,BEAR RIVER EAST
NO. 9 COFFEE BAR INC,Eating Establishment,Active,135 MONTAGUE ST.,LUNENBURG
BENTO SUSHI IN SOBEYS (WINDSOR ST),Eating Establishment,Active,2651 WINDSOR ST.,HALIFAX
DOMINO'S PIZZA,Eating Establishment,Active,3580 NOVALEA DR.,HALIFAX
SOBEYS #554,Eating Establishment,Active,2651 WINDSOR ST.,HALIFAX
MAGIC FOOD BUS (THE),Mobile - Class 1,Active,996 GLASGOW AVE.,GREENWOOD
COMFORT INN MOTEL,Food Shop,Active,143 SOUTH ALBION ST.,AMHERST
NEEDS CONVENIENCE #4411,Food Shop,Active,41 HIGHWAY 330 HWY.,BARRINGTON PASSAGE
FLETCHERS RESTAURANT,Eating Establishment,Active,337 PRINCE ST.,TRURO
CHESTER YOUR INDEPENDENT GROCER # 670,Eating Establishment,Active,211 DUKE ST.,CHESTER
COOK'S INDEPENDENT GROCER,Food Shop,Active,47 MAIN ST.,HANTSPORT
MCDONALDS RESTAURANT,Eating Establishment,Active,9 COLE DR.,WINDSOR
SCHOOL STREET MARKET,Eating Establishment,Active,72 SCHOOL ST.,FREEPORT
MOUNT ST VINCENT - ON THE GO #72221,Food Shop,Active,166 BEDFORD HWY.,HALIFAX
ATLANTIC PROVINCES SPECIAL ED. AUTHORITY #70405,Eating Establishment,Active,5940 SOUTH ST.,HALIFAX
EPSILON ENTERPRISES LIMITED,Food Shop,Active,2825 MAIN ST.,SHUBENACADIE
ST THOMAS ANGLICAN CHURCH AT FALL RIVER,Eating Establishment,Active,3534 HIGHWAY 2 HWY.,FALL RIVER
WESTVILLE WILSONS,Food Shop,Active,2525 WESTVILLE RD.,WESTVILLE ROAD
Noggins Corner Farm II Ltd. (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
MARY'S AFRICAN CUISINE,Eating Establishment,Active,1701 BARRINGTON ST.,HALIFAX
HUGGINS SCIENCE HALL #77114,Eating Establishment,Active,12 UNIVERSITY AVE.,WOLFVILLE
AVERY'S FARM MARKETS LTD,Food Shop,Active,287 COBEQUID RD.,LOWER SACKVILLE
ROYAL CANADIAN LEGION - BRANCH 78,Eating Establishment,Active,78 NEVILLE ST.,DOMINION
Cook's Gas Bar & Robins Donuts,Eating Establishment,Active,NULL,GUYSBOROUGH
LA SHOPPE A CARL LTÉE,Eating Establishment,Active,2371 HIGHWAY 334,WEDGEPORT
NEEDS CONVENIENCE #593,Food Shop,Active,1439 GEORGE ST.,MIRA ROAD
FRED'S PIZZA & CONVENIENCE,Eating Establishment,Active,1331 KING ST.,WINDSOR
PORT BISTRO (THE),Eating Establishment,Active,980 TERRY'S CREEK RD.,PORT WILLIAMS
SUBWAY RESTAURANTS,Eating Establishment,Active,101 LAWRENCE BLVD.,STELLARTON
GINGERBREAD HAUS BAKERY LTD.,Eating Establishment,Active,1138 QUEEN ST.,HALIFAX
F. & F. FISHERIES LTD. - NEW GLASGOW FARMERS MARKET,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
TIM HORTON'S,Eating Establishment,Active,1 PINE GROVE DR.,HALIFAX
SOUTH MOUNTAIN PARK FAMILY CAMPING & RV RESORT INC.,Eating Establishment - Seasonal,Active,3022 HIGHWAY 12 HWY.,SOUTH ALTON
CARTER HENNEBERRY - LF,Mobile - Class 3,Active,3592 OLD SAMBRO RD.,WILLIAMSWOOD
NANA'S GLUTEN FREE TAKE OUT,Mobile - Class 1,Active,206 HIGHWAY 1 HWY.,MOUNT UNIACKE
SOME'THING FISHY FOOD TRUCK #1,Mobile - Class 1,Active,PO BOX 37,PORT WILLIAMS
BAO PHU RESTAURANT,Eating Establishment,Active,463 MAIN ST.,KINGSTON
TAISHAN ASIAN GROCERY,Food Shop,Active,6466 QUINPOOL RD.,HALIFAX
SUMMERTIME TREATS,Eating Establishment - Seasonal,Active,6203 HIGHWAY 354 HWY.,KENNETCOOK
AVERY'S FARM MARKETS LIMITED,Eating Establishment,Active,9784 HIGHWAY 1 HWY.,GREENWICH
GRANNYS ICE CREAM PARLOUR,Eating Establishment - Seasonal,Active,1193 HIGHWAY 2 HWY.,FIVE ISLANDS
MASSTOWN MARKET DAIRY BAR,Eating Establishment,Active,10622 HIGHWAY 2,MASSTOWN
SEASCAPES RESTAURANT,Eating Establishment,Awaiting Application,36083 CABOT TRAIL,INGONISH
INVERNESS RACEWAY,Eating Establishment - Seasonal,Awaiting Application,112 FOREST ST.,INVERNESS
HOOKED HALIFAX LIMITED - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,HALIFAX
VILLAGES OF MOUNTAIN GAP RESORT (THE),Eating Establishment,Awaiting Application,217 HIGHWAY 1 HWY.,SMITHS COVE
GREENWAY GRILL,Eating Establishment,Awaiting Application,115 WESTERN PKY.,BEDFORD
CHESTER AND AREA FAMILY RESOURCE CENTRE,Eating Establishment,Active,188 PIG LOOP RD.,CHESTER
CREATIVE KIDS EDUCATION CENTRE (PRESCHOOL),Eating Establishment,Active,109 WHITE HILLS RUN,HAMMONDS PLAINS
CABOT SHORES,Eating Establishment,Active,30 BUCHANAN DR.,ENGLISHTOWN
BRAS D'OR HALL,Eating Establishment,Active,24 VILLA DR.,BRAS D'OR
ORCHARD COURT,Eating Establishment,Active,565 WEST MAIN ST.,KENTVILLE
DARTMOUTH SENIOR SERVICE CENTRE COMMISSION,Eating Establishment,Active,45 OCHTERLONEY ST.,DARTMOUTH
DUFFERIN VARIETY AND PIZZA,Eating Establishment,Active,25528 HIGHWAY 7 HWY.,PORT DUFFERIN
CAPE BRETON UNIVERSITY - COFFEE KIOSK - # 77501,Food Shop,Active,1250 GRAND LAKE RD.,GRAND LAKE ROAD
STEWIACKE GIFT BOUTIQUE & TEA ROOM,Eating Establishment,Active,7 GARDEN GATE LANE,STEWIACKE
CONVENIENCE 4 U - CHICKING,Eating Establishment,Active,604 BEDFORD HWY.,HALIFAX
STIRLING ROOM CLUB INC (THE),Eating Establishment,Active,259 MAIN ST.,TATAMAGOUCHE
Ebbett's Farm Market,Eating Establishment,Active,8647 HIGHWAY 311 HWY.,BALFRON
HARBOURVIEW MONTESSORI,Eating Establishment,Active,290 MURPHY RD.,SYDNEY
TAN COFFEE ROASTER CAFE,Eating Establishment,Active,7165 HIGHWAY 1 HWY. UNIT 200,COLDBROOK
LAWTONS #150,Food Shop,Active,540 GEORGE ST.,SYDNEY
PAPA MARIO'S PIZZA,Eating Establishment,Active,6954 MUMFORD RD.,HALIFAX
GUYSBOROUGH OPTIONS,Eating Establishment,Awaiting Application,60 GREEN ST.,GUYSBOROUGH
GRILLWAY AND CATERING,Eating Establishment,Active,817 BEDFORD HWY.,BEDFORD
DILLY DALLY EATS,Eating Establishment,Awaiting Application,6100 QUINPOOL RD.,HALIFAX
Braemar Superstore #380,Eating Establishment,Active,9 BRAEMAR DR.,DARTMOUTH
ANNAPOLIS WEST EDUCATION CENTRE,Eating Establishment,Awaiting Application,100 CHAMPLAIN DR.,ANNAPOLIS ROYAL
JACOB'S LOUNGE,Eating Establishment,Awaiting Application,106 PORTLAND ST.,DARTMOUTH
ABERDEEN HOSPITAL CAFE,Eating Establishment,Active,835 EAST RIVER RD.,NEW GLASGOW
THAI MEMORY RESTAURANT,Eating Establishment,Active,2699 HIGHWAY 1 HWY.,AYLESFORD
AULD BRASS DOOR RESTAURANT (THE),Eating Establishment,Active,9816 HIGHWAY 105 HWY.,WHYCOCOMAGH
SOBEYS #328,Eating Establishment,Active,144 RESERVE ST.,GLACE BAY
MCDONALDS,Eating Establishment,Active,101 KING ST.,NORTH SYDNEY
NOGGINS - ALDERNEY LANDING/DARTMOUTH FARMERS MARKET,Food Shop,Active,2 OCHTERLONEY ST.,DARTMOUTH
CUNARD STREET CHILDREN'S CENTRE (THE),Eating Establishment,Active,5557 CUNARD ST.,HALIFAX
BULK BARN,Food Shop,Active,9129 COMMERCIAL ST. UNIT 1,NEW MINAS
Subway,Eating Establishment,Active,456 GRAND LAKE RD.,GRAND LAKE ROAD
