facility,permit_type,permit_status,facility_address,city
TINY ANGELS EARLY EDUCATION,Eating Establishment,Active,114 OCEANVIEW DR.,bedford
JOHNS LUNCH,Eating Establishment,Active,352 PLEASANT ST.,dartmouth
PAUL GRAY - MOBILE,Mobile - Class 1,Awaiting Application,70 WRIGHT AVE.,dartmouth
MIDDLE SPOON DESSERTERIE AND BAR,Eating Establishment,Awaiting Application,1559 BARRINGTON ST.,halifax
MIDTOWN-BOOMERS TAVERN & LOUNGE,Eating Establishment,Active,1744 GRAFTON ST.,halifax
RAVEN ESPRESSO BOUTIQUE (THE),Mobile - Class 1,Active,10 ELGIN ST.,halifax
KENTUCKY FRIED CHICKEN/TACO BELL (MIC MAC),Eating Establishment,Active,21 MICMAC BLVD.,dartmouth
Colchester East Hants Health Centre (Food Services Cafeteria),Eating Establishment,Active,600 ABENAKI RD.,truro
OPEN BOOK COFFEE,Eating Establishment,Awaiting Application,3660 STRAWBERRY HILL ST.,halifax
JAVA BLEND COFFEE,Food Shop,Awaiting Application,6027 NORTH ST.,halifax
ANTIOCHIAN MARONITE CATHOLIC CHURCH (OUR LADY OF LEBANON),Eating Establishment,Awaiting Application,3844 JOSEPH HOWE DR.,halifax
POINT PLEASANT CHILD CARE CTR / INFANT & TODDLER FACILITY SAINT MARY'S,Eating Establishment,Active,5845 GORSEBROOK AVE.,halifax
9+NINE CHINESE CUISINE,Eating Establishment,Active,480 PARKLAND DR. UNIT 14,halifax
MELVILLE GARDENS,Eating Establishment,Active,11 RAMSGATE LANE,halifax
Pizza Pizza,Eating Establishment,Active,1565 ARGYLE ST.,halifax
PIZZA GIRLS/KATCH SEAFOOD,Eating Establishment,Active,575 MAIN ST. UNIT 4,dartmouth
SOLUTIONS LEARNING CENTRE/DWAS,Eating Establishment,Active,15 POSEIDON CRT.,dartmouth
WOLFVILLE SCHOOL CAFETERIA,Eating Establishment,Awaiting Application,19 ACADIA ST.,wolfville
HOBSON LAKE CAFE,Eating Establishment,Active,145 HOBSONS LAKE DR.,halifax
CIRCLE K #2069,Food Shop,Active,200 WAVERLEY RD.,dartmouth
VESSEL MEATS - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
RATH EASTLINK COMMUNITY CENTRE,Eating Establishment,Active,625 ABENAKI RD.,truro
BOOSTER JUICE,Eating Establishment,Active,14 PEAKVIEW WAY,halifax
DAVE DOOLITTLE'S SPORTS BAR,Eating Establishment,Active,90 TACOMA DR.,dartmouth
PAPA JOHN'S BEDFORD,Eating Establishment,Active,961 BEDFORD HWY. UNIT 105,bedford
WEIRD HARBOUR ESPRESSO BAR,Food Shop,Active,1656 BARRINGTON ST.,halifax
SARAGUAY HOUSE,Eating Establishment,Active,2310 PURCELLS COVE RD.,halifax
CITADEL HIGH SCHOOL #71573,Eating Establishment,Active,1855 TROLLOPE ST.,halifax
ANAPOLIE PIZZA,Eating Establishment,Awaiting Application,1222 COLE HARBOUR RD.,dartmouth
SUBWAY,Eating Establishment,Active,122 KEARNEY LAKE RD.,halifax
SUBWAY,Eating Establishment,Active,1403 ROBIE ST.,halifax
TIM HORTONS,Eating Establishment,Active,14 HIGHFIELD PARK DR.,dartmouth
TWO IF BY SEA CAFE,Eating Establishment,Awaiting Application,66 OCHTERLONEY ST.,dartmouth
ECOLE BEAU BASSIN,Eating Establishment,Awaiting Application,54 LARRY UTECK BLVD.,halifax
Lorraine's Seafood & Grill,Mobile - Class 1,Active,30 LAMONT TERR.,dartmouth
PHARMASAVE NORTH END,Food Shop,Active,3530 NOVALEA DR.,halifax
COFFEE ON ROBIE,Eating Establishment,Active,1799 ROBIE ST.,halifax
DAIRY QUEEN,Eating Establishment,Awaiting Application,3515 DUTCH VILLAGE RD.,halifax
TROY RESTAURANT,Eating Establishment,Active,12 ELM AVE. UNIT A,wolfville
SHANXIPAOMO CHINESE RESTAURANT,Eating Establishment,Active,6253 QUINPOOL RD.,halifax
SNAPPY TOMATO PIZZA,Eating Establishment,Active,1283 BARRINGTON ST.,halifax
Tim Hortons,Eating Establishment,Active,930 BEDFORD HWY.,bedford
MEADOWBROOK MEAT MARKET,Food Shop,Active,2 OCHTERLONEY ST.,dartmouth
EXPRESSWAY FOOD AND VIDEO,Food Shop,Awaiting Application,107 WOODLAWN RD.,dartmouth
KICKS CAFE,Eating Establishment,Awaiting Application,210 THOMAS RADDALL DR.,halifax
A & W,Eating Establishment,Active,215 CHAIN LAKE DR. UNIT 4B,halifax
ARMVIEW GRILL,Eating Establishment,Active,7156 CHEBUCTO RD.,halifax
SOBEYS EXPRESS PETRO CAN EXHIBITION PARK,Food Shop,Active,180 PROSPECT RD.,halifax
POINT PLEASANT GROCERY,Food Shop,Active,506 TOWER RD.,halifax
TRIDENT BOOKSELLERS & CAFE,Eating Establishment,Active,1256 HOLLIS ST.,halifax
DOOLY'S YOUNG ST,Eating Establishment,Active,3129 KEMPT RD.,halifax
RESOLUTES AA CLUB,Eating Establishment,Active,5461 INGLIS ST.,halifax
FAST FUEL #4523,Food Shop,Active,543 PORTLAND ST.,dartmouth
Beyond Temptation,Eating Establishment,Active,5657 SPRING GARDEN RD.,halifax
A & W,Eating Establishment,Awaiting Application,5657 SPRING GARDEN RD.,halifax
PIZZA GIRLS,Eating Establishment,Awaiting Application,936 BEDFORD HWY. SUITE 112,bedford
The Coffee Barn,Eating Establishment,Active,178 ROBIE ST.,truro
PETE'S FINE FOODS,Eating Establishment,Active,1595 BEDFORD HWY.,bedford
SHERRY'S KITCHEN,Food Shop,Active,1 CANAL ST.,dartmouth
SCANWAY CATERING,Eating Establishment,Active,1505 BARRINGTON ST. SUITE 100,halifax
SWISS CHALET,Eating Establishment,Active,79 ROBIE ST.,truro
PETE'S TO GO GO,Eating Establishment,Awaiting Application,6136 UNIVERSITY AVE.,halifax
SICILIAN PIZZA,Eating Establishment,Active,5245 BLOWERS ST.,halifax
BENTO SUSHI IN SOBEYS (LACEWOOD),Eating Establishment,Active,287 LACEWOOD DR. UNIT 113,halifax
YUMMY DELI SHOP,Food Shop,Awaiting Application,3645 DUTCH VILLAGE RD.,halifax
NEEDS CONVENIENCE #186,Food Shop,Active,100 HIGHFIELD PARK DR.,dartmouth
ECOLE BOIS JOLI CAFETERIA,Eating Establishment,Active,211 AVENUE DU PORTAGE,dartmouth
DALHOUSIE UNIVERSITY - BRIEF BREAK LAW BLD,Food Shop,Active,6061 UNIVERSITY AVE.,halifax
LOCAL SOURCE MARKET,Eating Establishment,Active,2530 AGRICOLA ST.,halifax
CHANOEY PASTA,Eating Establishment,Active,41 PORTLAND ST.,dartmouth
TAISHAN ASIAN GROCERY,Food Shop,Awaiting Application,1312 QUEEN ST.,halifax
MEZZA LEBANESE KITCHEN,Eating Establishment,Active,16 GARLAND AVE.,dartmouth
EEYAA FUSION INDIAN STREET FOOD - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
RESIDENCE INN BY MARRIOTT HALIFAX DOWNTOWN,Eating Establishment,Active,1599 GRAFTON ST.,halifax
HEIDI'S BEADS N BUNS - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
NEEDHAM PRESCHOOL AND DAYCARE,Eating Establishment,Active,3372 DEVONSHIRE AVE.,halifax
BALANCING ROCK CAFE,Eating Establishment,Active,1919 UPPER WATER ST.,halifax
CHILDRENS GARDEN INC. (THE),Eating Establishment,Active,3461 DUTCH VILLAGE RD.,halifax
MANULIFE / ARAMARK,Eating Establishment,Active,2727 JOSEPH HOWE DR.,halifax
CARLETON (THE),Eating Establishment,Active,1685 ARGYLE ST.,halifax
JUST US! COFFEE ROASTERS CO-OP,Eating Establishment,Active,450 MAIN ST.,wolfville
BOOSTER JUICE,Eating Establishment,Awaiting Application,135 MCCLURE CLOSE,dartmouth
REID'S MEATS,Food Shop,Active,1751 MELANSON RD.,wolfville
TAN COFFEE WOLFVILLE,Eating Establishment,Active,378 MAIN ST.,wolfville
Heppy's Pie Lady,Eating Establishment,Active,30 HERRING COVE RD.,halifax
SOBEY'S EXPRESS #4620,Food Shop,Active,1220 HAMMONDS PLAINS RD.,bedford
GOLD ISLAND BAKERY - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
SINE COFFEE LABS,Eating Establishment,Active,1505 BARRINGTON ST. SUITE 100,halifax
"RCMP DIVISION ""H"" HEADQUARTERS",Eating Establishment,Awaiting Application,80 GARLAND AVE.,dartmouth
Let's Ko Restaurant Inc.,Eating Establishment,Active,30 DAMASCUS RD. UNIT 110,bedford
SRI LANKAN FOOD CORNER - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
TIM HORTONS,Eating Establishment,Active,365 PLEASANT ST.,dartmouth
TIM HORTONS (IWK),Eating Establishment,Active,5980 UNIVERSITY AVE.,halifax
SPRINGHOUSE,Eating Establishment,Awaiting Application,2290 GOTTINGEN ST.,halifax
SCOTIABANK CENTRE - GRILL (WEST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
DARRELL'S RESTAURANT & SPORTS CAFE,Eating Establishment,Active,5576 FENWICK ST.,halifax
KAJOHN THAI RESTAURANT,Eating Establishment,Active,6140 YOUNG ST.,halifax
CACAO70,Eating Establishment,Active,1875 UPPER WATER ST.,halifax
BERKELEY HALIFAX (THE),Eating Establishment,Active,5266 GREEN ST.,halifax
SUSHI KAWA,Eating Establishment,Active,72 GARY MARTIN DR. UNIT 103,bedford
TINA FRIESEN - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
OULTONS POULTRY FARM LTD - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Awaiting Application,2901 WINDSOR ST.,halifax
ST. JOHN'S ANGLICAIN CHURCH HALL,Eating Establishment,Awaiting Application,1215 MAIN ST.,dartmouth
MEZZA LEBANESE KITCHEN,Eating Establishment,Active,1558 BARRINGTON ST.,halifax
BANOOK CANOE CLUB,Eating Establishment,Active,17 BANOOK AVE.,dartmouth
BURGER KING,Eating Establishment,Active,209 CHAIN LAKE DR.,halifax
KEMPSTERS COOKHOUSE & EATERY,Eating Establishment,Awaiting Application,3644 KEMPT RD.,halifax
LITTLE RIVER FARM - TRURO FARMERS MARKET,Public Market - Vendor,Awaiting Application,15 YOUNG ST.,truro
DOMINO'S PIZZA,Eating Establishment,Active,6024 QUINPOOL RD.,halifax
DARTMOUTH SOUTH ACADEMY #71556,Eating Establishment,Active,111 PRINCE ARTHUR AVE.,dartmouth
TILTED TAP BAR & GRILL,Eating Establishment,Active,172 WYSE RD.,dartmouth
PANADA PIZZA,Eating Establishment,Awaiting Application,68 HIGHFIELD PARK DR.,dartmouth
DELECTABLE DESSERTS,Eating Establishment,Active,50 EILEEN STUBBS AVE. UNIT 112,dartmouth
MONTANAS COOKHOUSE AND BAR,Eating Establishment,Active,194 CHAIN LAKE DR. UNIT,halifax
FINBAR'S IRISH PUB,Eating Establishment,Active,635 PORTLAND HILLS DR.,dartmouth
GRECO PIZZA,Eating Establishment,Awaiting Application,70 LACEWOOD DR.,halifax
CORA'S BREAKFAST AND LUNCH,Eating Establishment,Active,644 PORTLAND ST. UNIT 6,dartmouth
Tim Hortons,Eating Establishment,Active,171 HERRING COVE RD.,halifax
DA MAURIZIO DINING ROOM,Eating Establishment,Active,1496 LOWER WATER ST.,halifax
NEWSBREAK CAFE,Eating Establishment,Active,100 ILSLEY AVE. UNIT,dartmouth
A & W,Eating Establishment,Awaiting Application,370 PLEASANT ST.,dartmouth
LUNA VISTA FARMS,Public Market - Vendor,Active,15 YOUNG ST.,truro
SNAPPY TOMATO,Eating Establishment,Awaiting Application,273 WYSE RD.,dartmouth
TASTY FRIED CHICKEN,Eating Establishment,Awaiting Application,1312 BEDFORD HWY.,bedford
BOWLARAMA,Eating Establishment,Active,16 DENTITH RD.,halifax
GOOD KARMA VEGAN FOOD - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Awaiting Application,24 ELM AVE.,wolfville
CENTENNIAL ARENA,Eating Establishment,Awaiting Application,27 VIMY AVE.,halifax
KRAVE BURGER,Eating Establishment,Awaiting Application,5680 SPRING GARDEN RD. UNIT 1,halifax
Donna & Victor Burchell (Mobile),Mobile - Class 3,Awaiting Application,82 PARKLAND DR.,halifax
JULIENNE'S RESTAURANT AND CATERING,Eating Establishment,Awaiting Application,5595 FENWICK ST.,halifax
BURRITO JAX,Eating Establishment,Awaiting Application,5215 BLOWERS ST.,halifax
DUECK'S PRODUCE - TRURO FARMERS MARKET,Public Market - Vendor,Awaiting Application,15 YOUNG ST.,truro
Holiday Inn Express & Suites Halifax-Bedford,Eating Establishment,Awaiting Application,980 PARKLAND DR.,halifax
MILFERNS HOLSTEINS - TRURO FARMERS MARKET,Public Market - Vendor,Awaiting Application,15 YOUNG ST.,truro
ALIESJA'S PRESCHOOL,Eating Establishment,Awaiting Application,5 SILVERWOOD TERR.,halifax
JRF-I PIZZA,Eating Establishment,Awaiting Application,95 CALEDONIA RD.,dartmouth
BASINVIEW DRIVE COMMUNITY SCHOOL,Eating Establishment,Awaiting Application,273 BASINVIEW DR.,bedford
BROWN HOUND PUB,Eating Establishment,Awaiting Application,2394 AGRICOLA ST.,halifax
Curry Village,Eating Establishment,Awaiting Application,1569 DRESDEN ROW SUITE 8,halifax
PIZZADELIC,Eating Establishment,Awaiting Application,7 LANGBRAE DR.,halifax
MALAGASH HOP & PICKLE (Mobile),Mobile - Class 2,Awaiting Application,5532 CABOT PL.,halifax
RED MOUNTAIN FARM - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,dartmouth
FORUM CANTEEN,Eating Establishment,Awaiting Application,2901 WINDSOR ST.,halifax
ANGELHOEVE FARM - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
24 CARROTS BAKERY LIMITED,Food Shop,Active,3200 KEMPT RD.,halifax
Backoos Korean Food To Go,Eating Establishment,Active,56 SUPREME CRT. UNIT 5,halifax
STATION 1 LEBANESE KITCHEN,Eating Establishment,Active,50 TACOMA DR.,dartmouth
EAST SIDE MARIO'S,Eating Establishment,Active,186 CHAIN LAKE DR.,halifax
NEW SCOTLAND YARD (THE),Food Shop,Active,45 PORTLAND ST.,dartmouth
HABANEROS MODERN TACO BAR,Eating Establishment,Active,1551 SOUTH PARK ST. UNIT,halifax
RANDY'S PIZZA AND DONAIR,Eating Establishment,Active,179 BOLAND RD.,dartmouth
JAMDOUNS FOOD TRUCK,Mobile - Class 1,Active,517 HERRING COVE RD.,halifax
SEAMUS DAVID'S PUB INC.,Eating Establishment,Active,21 LOGIEALMOND CLOSE,dartmouth
HAPPY HOLLOW PRESCHOOL,Eating Establishment,Active,5508 HENNESSEY PL.,halifax
HALIFAX HOTDOG COMPANY,Mobile - Class 2,Active,46 ELGIN ST.,halifax
HONEYCOMB HEALTH MARKET,Eating Establishment,Active,805 PRINCE ST.,truro
CIRCLE K #2054,Food Shop,Active,2499 ROBIE ST.,halifax
VANDERPOEL'S PASTRY - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
BOOSTER JUICE,Eating Establishment,Active,278 LACEWOOD DR.,halifax
SOBEYS EXPRESS 4615,Eating Establishment,Active,5 RUTH GOLDBLOOM AVE.,halifax
WILSONS GAS STOP #125 - Rockingham,Food Shop,Active,30 FARNHAM GATE RD.,halifax
OLIVER'S COFFEES,Eating Establishment,Active,2021 BRUNSWICK ST.,halifax
GRECO PIZZA,Eating Establishment,Active,102 ALBRO LAKE RD. UNIT,dartmouth
ARDMORE TEA ROOM,Eating Establishment,Active,6499 QUINPOOL RD.,halifax
SALTYS BAR AND GRILL,Eating Establishment,Active,1869 UPPER WATER ST.,halifax
TAIPAN,Eating Establishment,Awaiting Application,1588 ARGYLE ST.,halifax
SCOTIABANK THEATRE HALIFAX,Eating Establishment,Active,190 CHAIN LAKE DR.,halifax
ALLEGRO CHILD CARE CENTRE LTD.,Eating Establishment,Active,5415 VICTORIA RD.,halifax
SUN SPUN NATURAL FOODS,Food Shop,Active,583 PRINCE ST.,truro
PRINCE ANDREW HIGH SCHOOL,Eating Establishment,Active,31 WOODLAWN RD.,dartmouth
CHARLES P ALLEN HIGH SCHOOL,Eating Establishment,Active,200 INNOVATION DR.,bedford
CARL'S YOUR INDEPENDENT GROCER #634,Eating Establishment,Active,396 MAIN ST.,wolfville
ENGINE ROOM PUB,Eating Establishment,Active,166 ESPLANADE,truro
Union Market,Eating Establishment,Active,30 HIGHLAND AVE.,wolfville
GOOD FOOD HUB (THE)-WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
VEITH HOUSE,Eating Establishment,Active,3115 VEITH ST.,halifax
BEDFORD GUARDIAN AT THE RAVINES,Food Shop,Active,535 LARRY UTECK BLVD.,halifax
Green Cafe - ROWE BUILDING,Food Shop,Active,6049 UNIVERSITY AVE.,halifax
PORTLAND DAY CARE CENTRE,Eating Establishment,Active,530 PORTLAND ST. UNIT,dartmouth
STARBUCKS COFFEE # 23087,Eating Establishment,Active,675 WINDMILL RD.,dartmouth
DALHOUSIE UNIVERSITY SHERRIFF HALL CAFETERIA,Eating Establishment,Active,6385 SOUTH ST. UNIT 54,halifax
DARTMOUTH YACHT CLUB,Eating Establishment,Active,697 WINDMILL RD.,dartmouth
Ready for Joy (Chat Bar),Eating Establishment,Active,1022 BARRINGTON ST.,halifax
SHREE CURRY PLACE - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
BOMBER CHICKEN RESTAURANT,Eating Establishment,Active,6184 QUINPOOL RD.,halifax
UNCOMMON GROUNDS - PUBLIC GARDENS,Eating Establishment,Active,5700 SPRING GARDEN RD.,halifax
SCOTIABANK CENTRE - HALIFAX FRIES,Eating Establishment,Active,1800 ARGYLE ST.,halifax
TIM HORTONS (FERRY TERMINAL),Eating Establishment,Active,80 ALDERNEY DR.,dartmouth
ELMRIDGE FARM (2003) - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Active,2901 WINDSOR ST.,halifax
CARE AND FUN (BEDFORD) CHILDCARE LIMITED,Eating Establishment,Active,199 BEDFORD HWY.,halifax
SHOPPERS DRUG MART,Food Shop,Active,20 DELLRIDGE LANE,bedford
GOTTINGEN STREET ULTRAMAR,Eating Establishment,Active,2816 GOTTINGEN ST.,halifax
Crestview Children's Centre (Full Day Care),Eating Establishment,Active,1475 BEDFORD HWY. SUITE 104,bedford
SUSHI NAMI ROYALE,Eating Establishment,Active,827 BEDFORD HWY. UNIT 102A,bedford
LA ROZZI BISTRO AND FILIPINO GROCERY,Eating Establishment,Active,72 GARY MARTIN DR. UNIT 103,bedford
BROTHERS INDIAN GROCERY STORE,Food Shop,Active,51 SUPREME CRT.,halifax
CORA'S BREAKFAST & LUNCH,Eating Establishment,Active,16 GARLAND AVE. UNIT 5,dartmouth
DAHLIA BY JUKAI (THE),Eating Establishment,Active,15 KINGS WHARF PL. UNIT 707,dartmouth
JOHNNYS SNACK BAR,Eating Establishment,Active,6204 ALMON ST.,halifax
YOUR FATHERS MOUSTACHE,Eating Establishment,Active,5686 SPRING GARDEN RD.,halifax
Danielson's General Store,Food Shop,Active,5 DENTITH RD.,halifax
KIT KAT PIZZA,Eating Establishment,Active,2314 GOTTINGEN ST.,halifax
HOLD FAST CAFE,Food Shop,Active,5515 BLOOMFIELD ST.,halifax
JUBILEE JUNCTION CONVENIENCE,Eating Establishment,Active,6273 JUBILEE RD.,halifax
Holy Moly!,Food Shop,Active,3 WOODHAVEN CLOSE,dartmouth
BENTO NOUVEAU (SUSHI BAR),Eating Establishment,Active,3601 JOSEPH HOWE DR.,halifax
WEE CARE DEVELOPMENTAL CENTRE,Eating Establishment,Active,5217 YOUNG ST.,halifax
ELMERS & CASABLANCA RESTAURANT LTD (JOE'S FOOD EMPORIUM),Eating Establishment,Active,434 MAIN ST.,wolfville
WOLFVILLE NURSING HOME LIMITED,Eating Establishment,Active,601 MAIN ST.,wolfville
SMOKEYS RESTAURANT,Eating Establishment,Active,81 WRIGHT AVE.,dartmouth
DRUMMOND HALL,Eating Establishment,Active,65 PRESTWICK CLOSE,halifax
TEMPO FOOD & DRINK,Eating Establishment,Active,1875 BARRINGTON ST.,halifax
The Barrington Steakhouse & Oyster Bar,Eating Establishment,Active,1662 BARRINGTON ST.,halifax
Mary Ann LaPierre (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
The Healthy Bug Food Shoppe,Food Shop,Active,120 SUSIE LAKE CRES. UNIT 14,halifax
NEEDS CONVENIENCE #199,Food Shop,Active,8 ASTRAL DR.,dartmouth
Viji's Veggies (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
Famous Curry Garden,Eating Establishment,Active,5687 CHARLES ST.,halifax
Luke's Small Goods,Eating Establishment,Active,5663 CORNWALLIS ST.,halifax
PETRO CANADA,Food Shop,Active,240 VICTORIA RD.,dartmouth
WHEELOCK HALL - ACADIA UNIVERSITY #72111,Eating Establishment,Active,44 HIGHLAND AVE.,wolfville
GLITTER BEAN CAFE,Eating Establishment,Active,5896 SPRING GARDEN RD.,halifax
M&Y Asian Mart,Food Shop,Active,6238 QUINPOOL RD.,halifax
WOK BOX,Eating Establishment,Active,6140 YOUNG ST.,halifax
ELEMENTS (PORTLAND STREET HONDA),Eating Establishment,Active,36 BAKER DR.,dartmouth
PON PON FOODS - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
SOUTH PARK VARIETY INC.,Food Shop,Active,1333 SOUTH PARK ST.,halifax
MAYFLOWER CURLING CLUB,Eating Establishment,Active,3000 MONAGHAN DR.,halifax
PARK CONVENIENCE STORE,Food Shop,Active,486 HERRING COVE RD.,halifax
Vijay Luxmi Mahajan / Wolfville Farmers Market,Public Market - Vendor,Awaiting Application,24 ELM AVE.,wolfville
SUSHI MOTO,Eating Establishment,Active,1595 BEDFORD HWY.,bedford
TIM HORTONS,Eating Establishment,Active,40 PEAKVIEW WAY,halifax
LAWTONS 144,Food Shop,Active,5201 DUKE ST.,halifax
FUJIYAMA RESTAURANT,Eating Establishment,Active,5244 BLOWERS ST.,halifax
MARTHA'S PIZZA II,Eating Establishment,Awaiting Application,746 BEDFORD HWY.,halifax
SAMS SEAFOOD AND GRILL,Eating Establishment,Awaiting Application,10 GORDON AVE.,dartmouth
WENDY'S RESTAURANT,Eating Establishment,Active,106 ILSLEY AVE.,dartmouth
TIM HORTONS 71,Eating Establishment,Active,236 ROBIE ST.,truro
NORTHWOOD FOOD SERVICES - MAIN KITCHEN,Eating Establishment,Active,2615 NORTHWOOD TERR.,halifax
WENDYS RESTAURANT,Eating Establishment,Active,11 LAKELANDS BLVD.,halifax
KIDS & COMPANY LARRY UTECK,Eating Establishment,Active,540 SOUTHGATE DR. UNIT 103,bedford
STARBUCKS DOUBLE TREE DARTMOUTH,Food Shop,Active,101 WYSE RD.,dartmouth
FREAK LUNCHBOX,Food Shop,Active,1595 BEDFORD HWY.,bedford
JENNIFER INUARAK - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Awaiting Application,24 ELM AVE.,wolfville
DARTMOUTH 4-PAD ARENA,Eating Establishment,Awaiting Application,259 COMMODORE DR.,dartmouth
MEDLEY MARKET,Food Shop,Awaiting Application,5657 SPRING GARDEN RD.,halifax
MOUNT ST VINCENT CHILD STUDY CENTRE,Eating Establishment,Active,166 BEDFORD HWY.,halifax
HALIFAX CONVENTION CENTRE,Eating Establishment,Active,1650 ARGYLE ST.,halifax
SWISS CHALET - BEDFORD,Eating Establishment,Active,1658 BEDFORD HWY. UNIT 0490,bedford
TOP OF THE HILL DAY CARE,Eating Establishment,Awaiting Application,35 ANDOVER ST.,dartmouth
BOSTON PIZZA,Eating Establishment,Active,111 SHUBIE DR.,dartmouth
WOLFVILLE AND DISTRICT LIONS CLUB,Eating Establishment,Active,36 ELM AVE.,wolfville
POINT PLEASANT LODGE,Eating Establishment,Active,1121 SOUTH PARK ST.,halifax
SOBEYS EXPRESS 4514,Food Shop,Active,318 YOUNG ST.,truro
TIM HORTONS,Eating Establishment,Awaiting Application,7010 MUMFORD RD.,halifax
360 LOUNGE,Eating Establishment,Active,815 BEDFORD HWY.,bedford
LEMON TREE RESTAURANT HOME STYLE FOOD LIMITED,Eating Establishment,Active,805 BEDFORD HWY.,bedford
ADVENTURERS CHILD CARE CENTRE 2,Eating Establishment,Active,50 EILEEN STUBBS AVE. UNIT 100,dartmouth
LA TRATTORIA,Eating Establishment,Active,6225 UNIVERSITY AVE.,halifax
MOFFATT'S PHARMACY,Food Shop,Active,184 PORTLAND ST.,dartmouth
AL-HILAL MEAT SHOP,Eating Establishment,Active,386 HERRING COVE RD. UNIT 1,halifax
TRUE NORTH DINER,Eating Establishment,Awaiting Application,1658 BEDFORD HWY. UNIT 0490,bedford
GIANT TIGER,Food Shop,Active,201 CHAIN LAKE DR.,halifax
CAFE MARCO POLO,Eating Establishment,Active,15 KINGS WHARF PL. UNIT 707,dartmouth
MCDONALD'S FAMILY RESTAURANT,Eating Establishment,Active,144 MAIN ST.,dartmouth
Ocean to Plate Seafood (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
Pierogi's 4 You (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
Truro Superstore #336,Eating Establishment,Active,46 ELM ST.,truro
KANPAI IZAKAYA,Eating Establishment,Active,1535 DRESDEN ROW UNIT 128,halifax
BUTA RAMEN,Eating Establishment,Active,65 KING ST.,dartmouth
LAWTONS #123,Food Shop,Active,6 PRIMROSE ST.,dartmouth
"Kids & Company, Dartmouth",Eating Establishment,Active,639 PORTLAND HILLS DR.,dartmouth
A & W RESTAURANT,Eating Establishment,Active,138 ROBIE ST.,truro
Making Friends Preschool,Eating Establishment,Active,55 KING ST.,truro
CEDARSTONE ENHANCED CARE,Eating Establishment,Active,378 YOUNG ST.,truro
TIPSY TOAD GROVE FARM - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
Jubilee Road Children's Centre,Eating Establishment,Active,6117 JUBILEE RD.,halifax
SHANGHAI 360,Eating Establishment,Awaiting Application,7001 MUMFORD RD. UNIT 256A,halifax
SULLY'S SNACK WAGON,Mobile - Class 1,Awaiting Application,12 BEDFORD ST.,bedford
DASC INDUSTRIES,Eating Establishment,Awaiting Application,59 DOREY AVE.,dartmouth
The Berkeley on Pepperell,Eating Establishment,Active,6240 PEPPERELL ST.,halifax
FRESHII BURNSIDE,Eating Establishment,Active,100 ILSLEY AVE. UNIT,dartmouth
SUBWAY,Eating Establishment,Active,245 WAVERLEY RD. UNIT,dartmouth
AMIN'S INDIAN FOOD,Eating Establishment,Awaiting Application,5565 CORNWALLIS ST.,halifax
ONE STOP SHOP,Food Shop,Awaiting Application,269 WINDMILL RD.,dartmouth
GUS PUB AND GRILL,Eating Establishment,Awaiting Application,2605 AGRICOLA ST.,halifax
ARMS (THE),Eating Establishment,Active,1515 SOUTH PARK ST.,halifax
PORTLAND ESTATES ELEMENTARY #71444,Eating Establishment,Active,45 PORTLAND ESTATES BLVD.,dartmouth
BK KOREAN FOOD LTD,Eating Establishment,Active,1358 BIRMINGHAM ST.,halifax
UMMAH SOCIETY-UMMAH MASJID & COMMUNITY CENTRE,Eating Establishment,Active,2510 ST MATTHIAS ST.,halifax
ISRAEL CONVENIENCE STORE,Food Shop,Active,5667 ALMON ST.,halifax
